runDir,experimentName,slice,arm,topology,rest,miScoringMode,articleId,status,llmCalls,nEvents,nScored,dead,meanMI,meanNodeMPR,maxMI,meanDiscreteMI,meanContinuousMI,meanDualGap,meanAgreement,kStarDiscrete,kStarContinuous,kStarCensoredDiscrete,hatchStatus,hatchNote
T2c_He_hierarchical_mix_01_2026-09-19_04-14-39,T2c_He_hierarchical_mix_01,T2c_He,He,hierarchical,mix_01,continuous,climate_consensus,complete,39,19,8,false,4.875,4.875,5,,4.875,,,,1,false,live,
T2c_He_hierarchical_mix_01_2026-09-19_04-14-39,T2c_He_hierarchical_mix_01,T2c_He,He,hierarchical,mix_01,continuous,polar_bears,complete,39,14,5,false,0,0,0,,0,,,,,false,live,
T2c_He_hierarchical_mix_02_2026-09-19_04-15-22,T2c_He_hierarchical_mix_02,T2c_He,He,hierarchical,mix_02,continuous,scopex_2017,complete,128,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_He_hierarchical_mix_02_2026-09-19_04-15-22,T2c_He_hierarchical_mix_02,T2c_He,He,hierarchical,mix_02,continuous,chemtrails_gates_2018_2021,complete,128,54,25,false,0.96,0.9606,0.9999999999999998,,0.96,,,,,false,live,
T2c_He_hierarchical_mix_02_2026-09-19_04-15-22,T2c_He_hierarchical_mix_02,T2c_He,He,hierarchical,mix_02,continuous,sai_geoengineering,complete,128,60,27,false,0.037,0.0394,0.4999999999999999,,0.037,,,,,false,live,
T2c_He_hierarchical_mix_02_2026-09-19_04-15-22,T2c_He_hierarchical_mix_02,T2c_He,He,hierarchical,mix_02,continuous,paris_agreement,complete,128,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_He_hierarchical_mix_02_2026-09-19_04-15-22,T2c_He_hierarchical_mix_02,T2c_He,He,hierarchical,mix_02,continuous,climate_consensus,complete,128,61,28,false,0.1429,0.1481,1.5000000000000002,,0.1429,,,,,false,live,
T2c_He_hierarchical_mix_02_2026-09-19_04-15-22,T2c_He_hierarchical_mix_02,T2c_He,He,hierarchical,mix_02,continuous,polar_bears,complete,128,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_He_hierarchical_mix_03_2026-09-19_04-15-33,T2c_He_hierarchical_mix_03,T2c_He,He,hierarchical,mix_03,continuous,scopex_2017,complete,37,6,2,false,0,0,0,,0,,,,,false,live,
T2c_He_hierarchical_mix_03_2026-09-19_04-15-33,T2c_He_hierarchical_mix_03,T2c_He,He,hierarchical,mix_03,continuous,chemtrails_gates_2018_2021,complete,37,19,7,false,3.5,3.4792,4,,3.5,,,,5,false,live,
T2c_He_hierarchical_mix_03_2026-09-19_04-15-33,T2c_He_hierarchical_mix_03,T2c_He,He,hierarchical,mix_03,continuous,sai_geoengineering,complete,37,19,8,false,0,0,0,,0,,,,,false,live,
T2c_He_hierarchical_mix_03_2026-09-19_04-15-33,T2c_He_hierarchical_mix_03,T2c_He,He,hierarchical,mix_03,continuous,paris_agreement,complete,37,4,1,true,5,5,5,,5,,,,1,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_He_hierarchical_mix_03_2026-09-19_04-15-33,T2c_He_hierarchical_mix_03,T2c_He,He,hierarchical,mix_03,continuous,climate_consensus,complete,37,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_He_hierarchical_mix_03_2026-09-19_04-15-33,T2c_He_hierarchical_mix_03,T2c_He,He,hierarchical,mix_03,continuous,polar_bears,complete,37,14,5,false,0,0,0,,0,,,,,false,live,
T2c_He_hierarchical_mix_04_2026-09-19_04-16-17,T2c_He_hierarchical_mix_04,T2c_He,He,hierarchical,mix_04,continuous,scopex_2017,complete,16,6,2,false,0,0,0,,0,,,,,false,live,
T2c_He_hierarchical_mix_04_2026-09-19_04-16-17,T2c_He_hierarchical_mix_04,T2c_He,He,hierarchical,mix_04,continuous,chemtrails_gates_2018_2021,complete,16,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_He_hierarchical_mix_04_2026-09-19_04-16-17,T2c_He_hierarchical_mix_04,T2c_He,He,hierarchical,mix_04,continuous,sai_geoengineering,complete,16,6,2,false,0,0,0,,0,,,,,false,live,
T2c_He_hierarchical_mix_04_2026-09-19_04-16-17,T2c_He_hierarchical_mix_04,T2c_He,He,hierarchical,mix_04,continuous,paris_agreement,complete,16,4,1,true,0,0,0,,0,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_He_hierarchical_mix_04_2026-09-19_04-16-17,T2c_He_hierarchical_mix_04,T2c_He,He,hierarchical,mix_04,continuous,climate_consensus,complete,16,4,1,true,0,0,0,,0,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_He_hierarchical_mix_04_2026-09-19_04-16-17,T2c_He_hierarchical_mix_04,T2c_He,He,hierarchical,mix_04,continuous,polar_bears,complete,16,16,6,false,0,0,0,,0,,,,,false,live,
T2c_He_hierarchical_mix_05_2026-09-19_04-16-36,T2c_He_hierarchical_mix_05,T2c_He,He,hierarchical,mix_05,continuous,scopex_2017,complete,56,14,5,false,0.2,0.1667,0.9999999999999998,,0.2,,,,,false,live,
T2c_He_hierarchical_mix_05_2026-09-19_04-16-36,T2c_He_hierarchical_mix_05,T2c_He,He,hierarchical,mix_05,continuous,chemtrails_gates_2018_2021,complete,56,14,5,false,4.2,4.25,5,,4.2,,,,1,false,live,
T2c_He_hierarchical_mix_05_2026-09-19_04-16-36,T2c_He_hierarchical_mix_05,T2c_He,He,hierarchical,mix_05,continuous,sai_geoengineering,complete,56,6,2,false,1,1,2,,1,,,,,false,live,
T2c_He_hierarchical_mix_05_2026-09-19_04-16-36,T2c_He_hierarchical_mix_05,T2c_He,He,hierarchical,mix_05,continuous,paris_agreement,complete,56,19,7,false,2,2.0417,3,,2,,,,,false,live,
T2c_He_hierarchical_mix_05_2026-09-19_04-16-36,T2c_He_hierarchical_mix_05,T2c_He,He,hierarchical,mix_05,continuous,climate_consensus,complete,56,19,8,false,5,5,5,,5,,,,1,false,live,
T2c_He_hierarchical_mix_05_2026-09-19_04-16-36,T2c_He_hierarchical_mix_05,T2c_He,He,hierarchical,mix_05,continuous,polar_bears,complete,56,19,7,false,0.3571,0.3542,0.4999999999999999,,0.3571,,,,,false,live,
T2c_He_linear_chain_mix_00_2026-09-19_02-49-25,T2c_He_linear_chain_mix_00,T2c_He,He,linear_chain,mix_00,continuous,scopex_2017,complete,79,8,8,false,1,1,2.5,,1,,,,,false,live,
T2c_He_linear_chain_mix_00_2026-09-19_02-49-25,T2c_He_linear_chain_mix_00,T2c_He,He,linear_chain,mix_00,continuous,chemtrails_gates_2018_2021,complete,79,8,8,false,2.125,2.125,4,,2.125,,,,,false,live,
T2c_He_linear_chain_mix_00_2026-09-19_02-49-25,T2c_He_linear_chain_mix_00,T2c_He,He,linear_chain,mix_00,continuous,sai_geoengineering,complete,79,4,3,false,0,0,0,,0,,,,,false,live,
T2c_He_linear_chain_mix_00_2026-09-19_02-49-25,T2c_He_linear_chain_mix_00,T2c_He,He,linear_chain,mix_00,continuous,paris_agreement,complete,79,8,8,false,2.4375,2.4375,5,,2.4375,,,,,false,live,
T2c_He_linear_chain_mix_00_2026-09-19_02-49-25,T2c_He_linear_chain_mix_00,T2c_He,He,linear_chain,mix_00,continuous,climate_consensus,complete,79,7,6,false,3.3333,3.3333,5,,3.3333,,,,,false,live,
T2c_He_linear_chain_mix_00_2026-09-19_02-49-25,T2c_He_linear_chain_mix_00,T2c_He,He,linear_chain,mix_00,continuous,polar_bears,complete,79,8,8,false,0.25,0.25,1.5000000000000002,,0.25,,,,,false,live,
T2c_He_linear_chain_mix_01_2026-09-19_02-49-25,T2c_He_linear_chain_mix_01,T2c_He,He,linear_chain,mix_01,continuous,scopex_2017,complete,73,8,8,false,1.8125,1.8125,3,,1.8125,,,,,false,live,
T2c_He_linear_chain_mix_01_2026-09-19_02-49-25,T2c_He_linear_chain_mix_01,T2c_He,He,linear_chain,mix_01,continuous,chemtrails_gates_2018_2021,complete,73,5,4,false,2.75,2.75,4,,2.75,,,,,false,live,
T2c_He_linear_chain_mix_01_2026-09-19_02-49-25,T2c_He_linear_chain_mix_01,T2c_He,He,linear_chain,mix_01,continuous,sai_geoengineering,complete,73,4,3,false,0.3333,0.3333,0.9999999999999998,,0.3333,,,,,false,live,
T2c_He_linear_chain_mix_01_2026-09-19_02-49-25,T2c_He_linear_chain_mix_01,T2c_He,He,linear_chain,mix_01,continuous,paris_agreement,complete,73,8,8,false,1.4375,1.4375,5,,1.4375,,,,,false,live,
T2c_He_linear_chain_mix_01_2026-09-19_02-49-25,T2c_He_linear_chain_mix_01,T2c_He,He,linear_chain,mix_01,continuous,climate_consensus,complete,73,8,8,false,1.8125,1.8125,5,,1.8125,,,,,false,live,
T2c_He_linear_chain_mix_01_2026-09-19_02-49-25,T2c_He_linear_chain_mix_01,T2c_He,He,linear_chain,mix_01,continuous,polar_bears,complete,73,8,8,false,0,0,0,,0,,,,,false,live,
T2c_He_linear_chain_mix_02_2026-09-19_02-49-24,T2c_He_linear_chain_mix_02,T2c_He,He,linear_chain,mix_02,continuous,scopex_2017,complete,86,8,8,false,0.25,0.25,0.4999999999999999,,0.25,,,,,false,live,
T2c_He_linear_chain_mix_02_2026-09-19_02-49-24,T2c_He_linear_chain_mix_02,T2c_He,He,linear_chain,mix_02,continuous,chemtrails_gates_2018_2021,complete,86,7,6,false,0.7,0.7,0.9999999999999998,,0.7,,,,,false,live,
T2c_He_linear_chain_mix_02_2026-09-19_02-49-24,T2c_He_linear_chain_mix_02,T2c_He,He,linear_chain,mix_02,continuous,sai_geoengineering,complete,86,8,8,false,0,0,0,,0,,,,,false,live,
T2c_He_linear_chain_mix_02_2026-09-19_02-49-24,T2c_He_linear_chain_mix_02,T2c_He,He,linear_chain,mix_02,continuous,paris_agreement,complete,86,8,8,false,0,0,0,,0,,,,,false,live,
T2c_He_linear_chain_mix_02_2026-09-19_02-49-24,T2c_He_linear_chain_mix_02,T2c_He,He,linear_chain,mix_02,continuous,climate_consensus,complete,86,8,8,false,0.5,0.5,0.9999999999999998,,0.5,,,,,false,live,
T2c_He_linear_chain_mix_02_2026-09-19_02-49-24,T2c_He_linear_chain_mix_02,T2c_He,He,linear_chain,mix_02,continuous,polar_bears,complete,86,8,8,false,0.0625,0.0625,0.4999999999999999,,0.0625,,,,,false,live,
T2c_He_linear_chain_mix_03_2026-09-19_02-49-24,T2c_He_linear_chain_mix_03,T2c_He,He,linear_chain,mix_03,continuous,scopex_2017,complete,53,6,5,false,0,0,0,,0,,,,,false,live,
T2c_He_linear_chain_mix_03_2026-09-19_02-49-24,T2c_He_linear_chain_mix_03,T2c_He,He,linear_chain,mix_03,continuous,chemtrails_gates_2018_2021,complete,53,8,8,false,0.9625,0.9625,3.5,,0.9625,,,,,false,live,
T2c_He_linear_chain_mix_03_2026-09-19_02-49-24,T2c_He_linear_chain_mix_03,T2c_He,He,linear_chain,mix_03,continuous,sai_geoengineering,complete,53,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_He_linear_chain_mix_03_2026-09-19_02-49-24,T2c_He_linear_chain_mix_03,T2c_He,He,linear_chain,mix_03,continuous,paris_agreement,complete,53,8,8,false,0,0,0,,0,,,,,false,live,
T2c_He_linear_chain_mix_03_2026-09-19_02-49-24,T2c_He_linear_chain_mix_03,T2c_He,He,linear_chain,mix_03,continuous,climate_consensus,complete,53,8,8,false,0.625,0.625,5,,0.625,,,,,false,live,
T2c_He_linear_chain_mix_03_2026-09-19_02-49-24,T2c_He_linear_chain_mix_03,T2c_He,He,linear_chain,mix_03,continuous,polar_bears,complete,53,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_He_linear_chain_mix_04_2026-09-19_02-50-57,T2c_He_linear_chain_mix_04,T2c_He,He,linear_chain,mix_04,continuous,scopex_2017,complete,78,8,8,false,0.5625,0.5625,1.5000000000000002,,0.5625,,,,,false,live,
T2c_He_linear_chain_mix_04_2026-09-19_02-50-57,T2c_He_linear_chain_mix_04,T2c_He,He,linear_chain,mix_04,continuous,chemtrails_gates_2018_2021,complete,78,8,8,false,1.4375,1.4375,2,,1.4375,,,,,false,live,
T2c_He_linear_chain_mix_04_2026-09-19_02-50-57,T2c_He_linear_chain_mix_04,T2c_He,He,linear_chain,mix_04,continuous,sai_geoengineering,complete,78,8,8,false,0.3125,0.3125,1.5000000000000002,,0.3125,,,,,false,live,
T2c_He_linear_chain_mix_04_2026-09-19_02-50-57,T2c_He_linear_chain_mix_04,T2c_He,He,linear_chain,mix_04,continuous,paris_agreement,complete,78,8,8,false,0.875,0.875,2.5,,0.875,,,,,false,live,
T2c_He_linear_chain_mix_04_2026-09-19_02-50-57,T2c_He_linear_chain_mix_04,T2c_He,He,linear_chain,mix_04,continuous,climate_consensus,complete,78,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_He_linear_chain_mix_04_2026-09-19_02-50-57,T2c_He_linear_chain_mix_04,T2c_He,He,linear_chain,mix_04,continuous,polar_bears,complete,78,8,8,false,0.3125,0.3125,0.4999999999999999,,0.3125,,,,,false,live,
T2c_He_linear_chain_mix_05_2026-09-19_02-51-10,T2c_He_linear_chain_mix_05,T2c_He,He,linear_chain,mix_05,continuous,scopex_2017,complete,66,8,8,false,1.0625,1.0625,5,,1.0625,,,,,false,live,
T2c_He_linear_chain_mix_05_2026-09-19_02-51-10,T2c_He_linear_chain_mix_05,T2c_He,He,linear_chain,mix_05,continuous,chemtrails_gates_2018_2021,complete,66,8,8,false,1.25,1.25,3.5,,1.25,,,,,false,live,
T2c_He_linear_chain_mix_05_2026-09-19_02-51-10,T2c_He_linear_chain_mix_05,T2c_He,He,linear_chain,mix_05,continuous,sai_geoengineering,complete,66,8,8,false,0,0,0,,0,,,,,false,live,
T2c_He_linear_chain_mix_05_2026-09-19_02-51-10,T2c_He_linear_chain_mix_05,T2c_He,He,linear_chain,mix_05,continuous,paris_agreement,complete,66,8,8,false,1.4375,1.4375,3.5,,1.4375,,,,,false,live,
T2c_He_linear_chain_mix_05_2026-09-19_02-51-10,T2c_He_linear_chain_mix_05,T2c_He,He,linear_chain,mix_05,continuous,climate_consensus,complete,66,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_He_linear_chain_mix_05_2026-09-19_02-51-10,T2c_He_linear_chain_mix_05,T2c_He,He,linear_chain,mix_05,continuous,polar_bears,complete,66,3,2,false,0,0,0,,0,,,,,false,live,
T2c_He_polarized_mix_00_2026-09-19_04-17-42,T2c_He_polarized_mix_00,T2c_He,He,polarized,mix_00,continuous,scopex_2017,complete,529,119,94,false,1.5851,1.5646,5,,1.5851,,,,,false,live,
T2c_He_polarized_mix_00_2026-09-19_04-17-42,T2c_He_polarized_mix_00,T2c_He,He,polarized,mix_00,continuous,chemtrails_gates_2018_2021,complete,529,138,109,false,1.967,2.0171,4,,1.967,,,,,false,live,
T2c_He_polarized_mix_00_2026-09-19_04-17-42,T2c_He_polarized_mix_00,T2c_He,He,polarized,mix_00,continuous,sai_geoengineering,complete,529,144,128,false,0.125,0.119,4,,0.125,,,,,false,live,
T2c_He_polarized_mix_00_2026-09-19_04-17-42,T2c_He_polarized_mix_00,T2c_He,He,polarized,mix_00,continuous,paris_agreement,complete,529,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
