
=== 2026-09-19T04:17:53.635Z  node index.js --config thesisExperiment/configs/phase2/T2d_He_hierarchical_mix_01.json
[Simulation]     node_3 (Environmental Concern Specialist (Debnath ozone/biodiversity stream)): 1 message(s)
[Simulation]   Tick 5/8
[Simulation]     node_0 (Depopulation / Gates-target believer (Debnath 2018–2021 broadening)): 1 message(s)
[Simulation]     node_7 (Climate justice youth organiser (Debnath climate-action variant)): 1 message(s)
[Simulation]   Tick 6/8
[Simulation]     node_1 (Climate justice youth organiser (Debnath climate-action variant)): 1 message(s)
[Simulation]     node_2 (Depopulation / Gates-target believer (Debnath 2018–2021 broadening)): 1 message(s)
[Simulation]     node_3 (Environmental Concern Specialist (Debnath ozone/biodiversity stream)): 1 message(s)
[Simulation]   Tick 7/8
[Simulation]     node_0 (Depopulation / Gates-target believer (Debnath 2018–2021 broadening)): 1 message(s)
[Simulation]     node_7 (Climate justice youth organiser (Debnath climate-action variant)): 1 message(s)
[Simulation]   Tick 8/8
[Simulation]     node_1 (Climate justice youth organiser (Debnath climate-action variant)): 1 message(s)
[Simulation]     node_2 (Depopulation / Gates-target believer (Debnath 2018–2021 broadening)): 1 message(s)
[Simulation]     node_3 (Environmental Concern Specialist (Debnath ozone/biodiversity stream)): 1 message(s)

[Simulation] === Auditing: scopex_2017 ===
[Simulation]   Scoring node_0
[Simulation]   Scoring node_1
[Simulation]   Scoring node_2
[Simulation]   Scoring node_3
[Simulation]   Scoring node_4
[Simulation]   Scoring node_5
[Simulation]   Scoring node_6
[Simulation]   Scoring node_7

[Simulation] === Auditing: chemtrails_gates_2018_2021 ===
[Simulation]   Scoring node_0
[Simulation]   Scoring node_1
[Simulation]   Scoring node_2
[Simulation]   Scoring node_3
[Simulation]   Scoring node_4
[Simulation]   Scoring node_5
[Simulation]   Scoring node_6
[Simulation]   Scoring node_7

[Simulation] === Auditing: sai_geoengineering ===
[Simulation]   Scoring node_0
[Simulation]   Scoring node_1
[Simulation]   Scoring node_2
[Simulation]   Scoring node_3
[Simulation]   Scoring node_4
[Simulation]   Scoring node_5
[Simulation]   Scoring node_6
[Simulation]   Scoring node_7

[Simulation] === Auditing: paris_agreement ===
[Simulation]   Scoring node_0
[Simulation]   Scoring node_1
[Simulation]   Scoring node_2
[Simulation]   Scoring node_3
[Simulation]   Scoring node_4
[Simulation]   Scoring node_5
[Simulation]   Scoring node_6
[Simulation]   Scoring node_7

[Simulation] === Auditing: climate_consensus ===
[Simulation]   Scoring node_0
[Simulation]   Scoring node_1
[Simulation]   Scoring node_2
[Simulation]   Scoring node_3
[Simulation]   Scoring node_4
[Simulation]   Scoring node_5
[Simulation]   Scoring node_6
[Simulation]   Scoring node_7

[Simulation] === Auditing: polar_bears ===
[Simulation]   Scoring node_0
[Simulation]   Scoring node_1
[Simulation]   Scoring node_2
[Simulation]   Scoring node_3
[Simulation]   Scoring node_4
[Simulation]   Scoring node_5
[Simulation]   Scoring node_6
[Simulation]   Scoring node_7
[Simulation] LLM usage: 79 calls, 37374 prompt / 4859 completion tokens ~$0.0085

[Simulation] Done. Results in: /workspace/thesisExperiment/runs_phase2/T2d_He_hierarchical_mix_01_2026-09-19_04-17-53

═══ SUMMARY ═══

Article: scopex_2017
Node         Persona                      MPR    Severity
-----------------------------------------------------------------
node_0       conspiracy_depopulation      0.00   factual_error
node_1       climate_justice_youth        0.00   factual_error
node_2       conspiracy_depopulation      0.00   factual_error
node_3       environmental_concern        0.00   factual_error
node_4       conspiracy_depopulation      0.00   factual_error
node_5       biodiversity_food_security   0.00   factual_error
node_6       conspiracy_depopulation      0.00   factual_error
node_7       climate_justice_youth        0.00   factual_error
  Gini coefficient:   0.000
  Structural virality: 0.000

Article: chemtrails_gates_2018_2021
Node         Persona                      MPR    Severity
-----------------------------------------------------------------
node_0       conspiracy_depopulation      0.00   factual_error
node_1       climate_justice_youth        0.00   factual_error
node_2       conspiracy_depopulation      0.00   factual_error
node_3       environmental_concern        0.00   factual_error
node_4       conspiracy_depopulation      0.00   factual_error
node_5       biodiversity_food_security   0.00   factual_error
node_6       conspiracy_depopulation      0.00   factual_error
node_7       climate_justice_youth        0.00   factual_error
  Gini coefficient:   0.000
  Structural virality: 0.000

Article: sai_geoengineering
Node         Persona                      MPR    Severity
-----------------------------------------------------------------
node_0       conspiracy_depopulation      2.00   lie
node_1       climate_justice_youth        0.00   factual_error
node_2       conspiracy_depopulation      2.00   lie
node_3       environmental_concern        0.00   factual_error
node_4       conspiracy_depopulation      0.00   factual_error
node_5       biodiversity_food_security   0.00   factual_error
node_6       conspiracy_depopulation      0.00   factual_error
node_7       climate_justice_youth        0.00   factual_error
  Gini coefficient:   0.000
  Structural virality: 1.000
  MI half-life tick:  4

Article: paris_agreement
Node         Persona                      MPR    Severity
-----------------------------------------------------------------
node_0       conspiracy_depopulation      3.33   propaganda
node_1       climate_justice_youth        0.00   factual_error
node_2       conspiracy_depopulation      3.67   propaganda
node_3       environmental_concern        0.00   factual_error
node_4       conspiracy_depopulation      0.00   factual_error
node_5       biodiversity_food_security   0.00   factual_error
node_6       conspiracy_depopulation      0.00   factual_error
node_7       climate_justice_youth        0.00   factual_error
  Gini coefficient:   0.024
  Structural virality: 1.000
  MI half-life tick:  4

Article: climate_consensus
Node         Persona                      MPR    Severity
-----------------------------------------------------------------
node_0       conspiracy_depopulation      5.00   propaganda
node_1       climate_justice_youth        0.00   factual_error
node_2       conspiracy_depopulation      5.00   propaganda
node_3       environmental_concern        0.00   factual_error
node_4       conspiracy_depopulation      0.00   factual_error
node_5       biodiversity_food_security   0.00   factual_error
node_6       conspiracy_depopulation      0.00   factual_error
node_7       climate_justice_youth        0.00   factual_error
  Gini coefficient:   0.000
  Structural virality: 1.000
  MI half-life tick:  2

Article: polar_bears
Node         Persona                      MPR    Severity
-----------------------------------------------------------------
node_0       conspiracy_depopulation      1.25   lie
node_1       climate_justice_youth        0.00   factual_error
node_2       conspiracy_depopulation      1.25   lie
node_3       environmental_concern        0.00   factual_error
node_4       conspiracy_depopulation      0.00   factual_error
node_5       biodiversity_food_security   0.00   factual_error
node_6       conspiracy_depopulation      0.00   factual_error
node_7       climate_justice_youth        0.00   factual_error
  Gini coefficient:   0.000
  Structural virality: 1.000
