topology,rest,articleId,meanMI_T2c,mpr_T2c,maxMI_T2c,kStar_T2c,nScored_T2c,meanMI_T2d,mpr_T2d,maxMI_T2d,kStar_T2d,meanDualGap,meanAgreement,nScored_T2d,delta_T2d_minus_T2c
echo_chamber,mitigation_first_policy,paris_agreement,0.0459,0.0446,0.9999999999999998,,98,1.1653,1.1592,2.0,,1.1488,0.6124,121,1.1194
echo_chamber,mitigation_first_policy,climate_consensus,0.0,0.0,0.0,,132,0.5923,0.5916,2.0,,0.5808,0.8062,130,0.5923
echo_chamber,mitigation_first_policy,polar_bears,0.0,0.0,0.0,,138,0.6071,0.5789,2.0,,0.6071,,28,0.6071
echo_chamber,ozone_stratosphere_specialist,scopex_2017,0.0,0.0,0.0,,140,0.0071,0.0083,1.0,,0.0071,,140,0.0071
echo_chamber,ozone_stratosphere_specialist,chemtrails_gates_2018_2021,0.385,0.3922,1.5000000000000002,,147,1.9209,1.9347,5.0,,1.0144,0.9639,139,1.5359
echo_chamber,ozone_stratosphere_specialist,paris_agreement,0.0213,0.0221,0.9999999999999998,,141,0.6615,0.4548,3.0,,0.4662,0.5993,65,0.6402
echo_chamber,science_journalist,scopex_2017,0.0,0.0,0.0,,139,0.146,0.1479,1.0,,0.146,,137,0.146
echo_chamber,science_journalist,paris_agreement,0.0414,0.0383,1.5000000000000002,,133,0.4615,0.4206,1.0,,0.4359,1.0,39,0.42010000000000003
hierarchical,biodiversity_food_security,scopex_2017,0.0,0.0,0.0,,3,0.5439,0.5426,1.0,,0.5263,1.0,57,0.5439
hierarchical,biodiversity_food_security,chemtrails_gates_2018_2021,0.0,0.0,0.0,,3,1.8857,1.8933,2.0,,0.9429,1.0,70,1.8857
hierarchical,biodiversity_food_security,paris_agreement,0.0,0.0,0.0,,5,0.3881,0.3997,2.0,,0.403,,67,0.3881
hierarchical,biodiversity_food_security,polar_bears,0.0,0.0,0.0,,10,0.8235,0.8473,3.0,,0.8235,,68,0.8235
hierarchical,climate_action_advocate,chemtrails_gates_2018_2021,1.0,1.0,0.9999999999999998,,3,1.9298,1.9523,2.0,,1.0,0.9718,57,0.9298
hierarchical,climate_justice_youth,chemtrails_gates_2018_2021,1.0,1.0,0.9999999999999998,,5,2.0,2.0,2.0,,1.0,1.0,68,1.0
hierarchical,climate_justice_youth,sai_geoengineering,0.25,0.25,0.4999999999999999,,4,1.3684,1.2113,3.0,,1.3289,0.8027,38,1.1184
hierarchical,climate_justice_youth,climate_consensus,0.0,0.0,0.0,,4,1.6197,1.5893,3.0,,1.4577,0.9545,71,1.6197
hierarchical,climate_justice_youth,polar_bears,0.0,0.0,0.0,,4,0.9286,0.9599,3.0,,0.9357,,70,0.9286
hierarchical,climate_scientist,scopex_2017,0.0,0.0,0.0,,3,0.0,0.0,0.0,,0.0,,64,0.0
hierarchical,climate_scientist,polar_bears,0.0,0.0,0.0,,2,1.5,1.4312,2.0,,1.5,,58,1.5
hierarchical,conspiracy_believer,scopex_2017,2.3333,2.3251,5.0,,54,3.5775,3.5885,5.0,7.0,1.7183,0.3659,71,1.2442000000000002
hierarchical,conspiracy_believer,chemtrails_gates_2018_2021,3.6468,3.6625,5.0,1.0,62,3.0,3.0524,5.0,7.0,0.8657,0.8827,35,-0.6467999999999998
hierarchical,conspiracy_believer,sai_geoengineering,1.6064,1.7306,3.5,,47,1.5873,1.6209,4.0,,1.5397,-0.0908,63,-0.019100000000000117
hierarchical,conspiracy_believer,paris_agreement,4.2909,4.3532,5.0,3.0,66,4.6667,4.6772,5.0,2.0,0.4413,0.233,75,0.3757999999999999
hierarchical,conspiracy_believer,climate_consensus,4.9057,4.9306,5.0,2.0,53,5.0,5.0,5.0,1.0,0.0,,70,0.0942999999999996
hierarchical,conspiracy_believer,polar_bears,0.3188,0.3028,5.0,,69,1.129,1.0697,5.0,,0.9274,,62,0.8102
hierarchical,conspiracy_climate_piggyback,scopex_2017,1.9778,2.0534,5.0,,45,2.5231,2.5165,5.0,7.0,1.44,0.5825,65,0.5452999999999999
hierarchical,conspiracy_climate_piggyback,chemtrails_gates_2018_2021,3.324,3.3462,4.5,4.0,50,3.7941,3.8901,5.0,5.0,0.9368,0.7624,68,0.47009999999999996
hierarchical,conspiracy_climate_piggyback,sai_geoengineering,0.1172,0.1159,1.5000000000000002,,64,1.7778,1.7677,4.0,,1.5069,0.4061,72,1.6606
hierarchical,conspiracy_climate_piggyback,polar_bears,0.0,0.0,0.0,,64,0.7059,0.6442,3.0,,0.7059,,51,0.7059
hierarchical,conspiracy_depopulation,scopex_2017,2.0351,2.0199,5.0,,57,4.1029,4.1538,5.0,1.0,1.6691,-0.0022,68,2.0678
hierarchical,conspiracy_depopulation,climate_consensus,4.1583,4.1461,5.0,1.0,72,4.9437,4.9353,5.0,1.0,0.1775,0.6124,71,0.7854000000000001
hierarchical,conspiracy_haarp_weather,scopex_2017,2.5016,2.4244,5.0,,61,3.6986,3.7034,5.0,5.0,1.7342,0.1673,73,1.197
hierarchical,conspiracy_haarp_weather,sai_geoengineering,1.5207,1.5502,4.0,,58,1.2667,1.3131,4.0,,1.2111,0.5635,45,-0.254
hierarchical,conspiracy_haarp_weather,paris_agreement,3.7808,3.773,5.0,4.0,73,3.3,3.3531,5.0,6.0,1.266,0.4333,50,-0.48080000000000034
hierarchical,conspiracy_haarp_weather,polar_bears,0.0,0.0,0.0,,62,0.8636,0.9809,3.0,,0.8295,0.9031,44,0.8636
hierarchical,environmental_concern,scopex_2017,0.0,0.0,0.0,,2,0.0,0.0,0.0,,0.0,,68,0.0
hierarchical,environmental_concern,sai_geoengineering,0.0,0.0,0.0,,4,1.0377,1.0128,2.0,,1.0377,0.875,53,1.0377
hierarchical,environmental_concern,paris_agreement,0.0,0.0,0.0,,4,0.2609,0.2472,2.0,,0.2609,,46,0.2609
hierarchical,environmental_concern,climate_consensus,0.0,0.0,0.0,,2,0.6825,0.6563,2.0,,0.6587,0.8708,63,0.6825
hierarchical,environmental_concern,polar_bears,0.0,0.0,0.0,,4,0.6275,0.4551,2.0,,0.6275,,51,0.6275
hierarchical,mitigation_first_policy,scopex_2017,0.0,0.0,0.0,,5,0.4655,0.4598,1.0,,0.4655,,58,0.4655
hierarchical,mitigation_first_policy,paris_agreement,0.3333,0.3333,0.9999999999999998,,3,0.3784,0.3656,2.0,,0.3784,,74,0.04510000000000003
hierarchical,ozone_stratosphere_specialist,chemtrails_gates_2018_2021,0.0,0.0,0.0,,2,2.0143,2.0211,3.0,,1.0714,0.8876,70,2.0143
hierarchical,ozone_stratosphere_specialist,sai_geoengineering,0.0,0.0,0.0,,4,0.9667,0.9884,2.0,,0.9667,0.6124,60,0.9667
hierarchical,ozone_stratosphere_specialist,climate_consensus,0.0,0.0,0.0,,6,1.0,1.0134,2.0,,0.9766,0.8062,64,1.0
hierarchical,science_journalist,scopex_2017,0.0,0.0,0.0,,3,0.0,0.0,0.0,,0.0,,69,0.0
hierarchical,science_journalist,chemtrails_gates_2018_2021,0.0,0.0,0.0,,3,0.0769,0.0947,1.0,,0.0615,1.0,65,0.0769
hierarchical,science_journalist,sai_geoengineering,0.0,0.0,0.0,,3,1.2903,1.3012,3.0,,1.2742,0.9186,62,1.2903
hierarchical,science_journalist,polar_bears,0.0,0.0,0.0,,75,1.129,1.1364,3.0,,1.0806,0.4177,62,1.129
linear_chain,biodiversity_food_security,scopex_2017,0.5,0.5,0.9999999999999998,,6,0.75,0.75,2.0,,0.625,-0.0153,8,0.25
linear_chain,biodiversity_food_security,chemtrails_gates_2018_2021,1.0,1.0,0.9999999999999998,,5,2.0,2.0,2.0,,1.1,0.9359,8,1.0
linear_chain,biodiversity_food_security,sai_geoengineering,0.0,0.0,0.0,,5,0.8333,0.8333,2.0,,0.8333,0.6124,6,0.8333
linear_chain,biodiversity_food_security,paris_agreement,0.0,0.0,0.0,,8,0.375,0.375,2.0,,0.375,,8,0.375
linear_chain,biodiversity_food_security,polar_bears,0.0,0.0,0.0,,7,1.5,1.5,3.0,,1.5,,8,1.5
linear_chain,climate_action_advocate,scopex_2017,0.0,0.0,0.0,,8,1.0,1.0,1.0,,1.0,,8,1.0
linear_chain,climate_action_advocate,chemtrails_gates_2018_2021,0.9375,0.9375,0.9999999999999998,,8,2.0,2.0,2.0,,1.0,1.0,6,1.0625
linear_chain,climate_action_advocate,sai_geoengineering,0.0,0.0,0.0,,2,1.5,1.5,3.0,,1.375,0.7041,8,1.5
linear_chain,climate_action_advocate,paris_agreement,0.0,0.0,0.0,,8,0.125,0.125,1.0,,0.125,,8,0.125
linear_chain,climate_action_advocate,climate_consensus,0.0,0.0,0.0,,3,1.25,1.25,3.0,,1.1875,0.4082,8,1.25
linear_chain,climate_action_advocate,polar_bears,0.0,0.0,0.0,,8,1.125,1.125,3.0,,1.125,,8,1.125
linear_chain,climate_justice_youth,scopex_2017,1.0625,1.0625,2.5,,8,3.0,3.0,4.0,,2.25,0.239,8,1.9375
linear_chain,climate_justice_youth,chemtrails_gates_2018_2021,0.875,0.875,0.9999999999999998,,8,2.0,2.0,2.0,,1.0,1.0,8,1.125
linear_chain,climate_justice_youth,sai_geoengineering,0.0,0.0,0.0,,8,1.75,1.75,3.0,,1.4375,0.971,8,1.75
linear_chain,climate_justice_youth,paris_agreement,0.0,0.0,0.0,,3,0.0,0.0,0.0,,0.0,,8,0.0
linear_chain,climate_justice_youth,climate_consensus,0.75,0.75,1.5000000000000002,,8,0.5,0.5,1.0,,0.5,,2,-0.25
linear_chain,climate_scientist,scopex_2017,0.0,0.0,0.0,,8,0.5,0.5,1.0,,0.5,,8,0.5
linear_chain,climate_scientist,chemtrails_gates_2018_2021,0.0,0.0,0.0,,8,0.0,0.0,0.0,,0.0,,6,0.0
linear_chain,climate_scientist,sai_geoengineering,0.0,0.0,0.0,,8,1.0,1.0,2.0,,1.0,,8,1.0
linear_chain,climate_scientist,climate_consensus,0.0,0.0,0.0,,8,0.5,0.5,1.0,,0.5,,8,0.5
linear_chain,climate_scientist,polar_bears,0.0,0.0,0.0,,8,2.0,2.0,2.0,,2.0,,8,2.0
linear_chain,conspiracy_believer,scopex_2017,1.5625,1.5625,3.0,,8,3.75,3.75,5.0,,2.5,-0.147,4,2.1875
linear_chain,conspiracy_believer,chemtrails_gates_2018_2021,3.0,3.0,4.0,5.0,5,3.75,3.75,5.0,6.0,0.625,0.5901,8,0.75
linear_chain,conspiracy_believer,sai_geoengineering,0.0,0.0,0.0,,8,1.0,1.0,3.0,,1.375,,8,1.0
linear_chain,conspiracy_believer,climate_consensus,5.0,5.0,5.0,1.0,8,4.375,4.375,5.0,2.0,0.0,,8,-0.625
linear_chain,conspiracy_believer,polar_bears,0.0,0.0,0.0,,8,0.25,0.25,2.0,,0.25,,8,0.25
linear_chain,conspiracy_climate_piggyback,chemtrails_gates_2018_2021,2.9625,2.9625,4.0,,8,4.0,4.0,4.0,1.0,1.4375,0.9094,8,1.0375
linear_chain,conspiracy_climate_piggyback,sai_geoengineering,0.0,0.0,0.0,,2,0.875,0.875,2.0,,0.875,,8,0.875
linear_chain,conspiracy_climate_piggyback,paris_agreement,3.1667,3.1667,5.0,4.0,6,4.5,4.5,5.0,1.0,0.7625,0.6045,8,1.3333
linear_chain,conspiracy_climate_piggyback,polar_bears,0.0,0.0,0.0,,8,0.875,0.875,2.0,,0.875,,8,0.875
linear_chain,conspiracy_depopulation,scopex_2017,1.875,1.875,5.0,,8,3.875,3.875,5.0,,1.5625,0.4941,8,2.0
linear_chain,conspiracy_depopulation,chemtrails_gates_2018_2021,3.5625,3.5625,4.0,2.0,8,4.5,4.5,5.0,1.0,1.0625,0.5064,8,0.9375
linear_chain,conspiracy_depopulation,sai_geoengineering,0.0,0.0,0.0,,8,2.2857,2.2857,3.0,,1.8571,0.5407,7,2.2857
linear_chain,conspiracy_depopulation,polar_bears,0.0,0.0,0.0,,8,1.625,1.625,2.0,,1.5625,-0.4082,8,1.625
linear_chain,conspiracy_haarp_weather,scopex_2017,2.425,2.425,5.0,,8,3.875,3.875,5.0,5.0,2.575,0.5803,8,1.4500000000000002
linear_chain,conspiracy_haarp_weather,chemtrails_gates_2018_2021,3.65,3.65,4.0,5.0,8,4.0,4.0,4.0,1.0,1.5,0.9364,2,0.3500000000000001
linear_chain,conspiracy_haarp_weather,sai_geoengineering,0.125,0.125,0.9999999999999998,,8,2.5,2.5,3.0,,1.8125,0.5715,8,2.375
linear_chain,conspiracy_haarp_weather,paris_agreement,4.75,4.75,5.0,6.0,8,4.25,4.25,5.0,6.0,1.9375,0.1361,8,-0.5
linear_chain,conspiracy_haarp_weather,climate_consensus,5.0,5.0,5.0,1.0,5,5.0,5.0,5.0,1.0,0.0,,8,0.0
linear_chain,conspiracy_haarp_weather,polar_bears,0.0,0.0,0.0,,8,0.75,0.75,2.0,,0.75,,8,0.75
linear_chain,environmental_concern,scopex_2017,0.0,0.0,0.0,,8,0.0,0.0,0.0,,0.0,,8,0.0
linear_chain,environmental_concern,chemtrails_gates_2018_2021,1.1429,1.1429,2.0,,7,1.75,1.75,2.0,,0.875,1.0,8,0.6071
linear_chain,environmental_concern,paris_agreement,0.0,0.0,0.0,,8,1.625,1.625,2.0,,1.625,,8,1.625
linear_chain,environmental_concern,climate_consensus,0.0,0.0,0.0,,3,1.375,1.375,2.0,,1.1875,0.8062,8,1.375
linear_chain,environmental_concern,polar_bears,0.0,0.0,0.0,,8,0.75,0.75,2.0,,0.75,,8,0.75
linear_chain,mitigation_first_policy,scopex_2017,0.0,0.0,0.0,,3,0.75,0.75,1.0,,0.75,,8,0.75
linear_chain,mitigation_first_policy,chemtrails_gates_2018_2021,0.3125,0.3125,0.4999999999999999,,8,1.0,1.0,1.0,,0.625,1.0,8,0.6875
linear_chain,mitigation_first_policy,sai_geoengineering,0.0,0.0,0.0,,8,1.375,1.375,2.0,,1.375,,8,1.375
linear_chain,mitigation_first_policy,climate_consensus,0.1875,0.1875,0.9999999999999998,,8,1.0,1.0,2.0,,1.0,,8,0.8125
linear_chain,ozone_stratosphere_specialist,scopex_2017,0.0,0.0,0.0,,8,0.25,0.25,1.0,,0.125,1.0,8,0.25
linear_chain,ozone_stratosphere_specialist,chemtrails_gates_2018_2021,0.5,0.5,0.4999999999999999,,8,1.375,1.375,2.0,,0.6875,1.0,8,0.875
linear_chain,ozone_stratosphere_specialist,sai_geoengineering,0.0,0.0,0.0,,3,1.5,1.5,2.0,,1.5,,8,1.5
linear_chain,ozone_stratosphere_specialist,paris_agreement,0.0,0.0,0.0,,8,0.6667,0.6667,2.0,,0.6667,,6,0.6667
linear_chain,ozone_stratosphere_specialist,climate_consensus,0.0,0.0,0.0,,8,1.1429,1.1429,2.0,,1.1429,,7,1.1429
linear_chain,ozone_stratosphere_specialist,polar_bears,0.25,0.25,0.4999999999999999,,6,0.875,0.875,2.0,,0.875,,8,0.625
linear_chain,science_journalist,scopex_2017,0.0,0.0,0.0,,8,0.0,0.0,0.0,,0.0,,7,0.0
linear_chain,science_journalist,chemtrails_gates_2018_2021,0.0,0.0,0.0,,8,0.0,0.0,0.0,,0.0,,3,0.0
linear_chain,science_journalist,sai_geoengineering,0.0,0.0,0.0,,8,1.375,1.375,2.0,,1.375,,8,1.375
polarized,biodiversity_food_security,climate_consensus,0.2474,0.2478,0.9999999999999998,,114,0.0,0.0,0.0,,0.0,,3,-0.2474
polarized,climate_action_advocate,sai_geoengineering,0.0,0.0,0.0,,3,1.0,1.0,2.0,,1.0,,4,1.0
polarized,climate_action_advocate,paris_agreement,0.0,0.0,0.0,,4,1.0,1.0,1.0,,1.0,,4,1.0
polarized,climate_action_advocate,climate_consensus,0.0,0.0,0.0,,5,0.375,0.26,1.0,,0.375,,16,0.375
polarized,climate_justice_youth,scopex_2017,0.0,0.0,0.0,,6,2.5,2.5,3.0,,2.0,0.5103,2,2.5
polarized,climate_justice_youth,sai_geoengineering,0.0,0.0,0.0,,2,1.0,1.0,2.0,,1.0,,4,1.0
polarized,climate_justice_youth,paris_agreement,0.0413,0.0426,0.9999999999999998,,109,0.7778,0.9029,1.0,,0.7778,,27,0.7365
polarized,climate_justice_youth,climate_consensus,0.0,0.0,0.0,,109,0.1389,0.1318,2.0,,0.1296,1.0,108,0.1389
polarized,climate_scientist,scopex_2017,0.016,0.0147,0.9999999999999998,,125,0.0,0.0,0.0,,0.0,,3,-0.016
polarized,climate_scientist,chemtrails_gates_2018_2021,0.0159,0.0135,0.4999999999999999,,126,0.25,0.3333,1.0,,0.25,,4,0.2341
polarized,climate_scientist,paris_agreement,0.0124,0.0107,0.9999999999999998,,121,1.0,1.0,1.0,,0.25,1.0,2,0.9876
polarized,climate_scientist,climate_consensus,0.0,0.0,0.0,,119,0.0,0.0,0.0,,0.0,,2,0.0
polarized,climate_scientist,polar_bears,0.0,0.0,0.0,,75,2.0,2.0,2.0,,2.0,,2,2.0
polarized,conspiracy_believer,scopex_2017,2.7867,2.7718,5.0,,75,3.6667,3.6429,5.0,7.0,2.0556,0.6125,9,0.8799999999999999
polarized,conspiracy_believer,sai_geoengineering,0.2222,0.1667,0.9999999999999998,,18,2.0,1.8,3.0,,1.5,-0.1514,6,1.7778
polarized,conspiracy_believer,paris_agreement,4.6,4.4286,5.0,4.0,10,5.0,5.0,5.0,6.0,0.0,,2,0.40000000000000036
polarized,conspiracy_believer,climate_consensus,5.0,5.0,5.0,7.0,2,5.0,5.0,5.0,4.0,0.0,,2,0.0
polarized,conspiracy_believer,polar_bears,0.0,0.0,0.0,,8,2.5,2.5,3.0,,2.5,,2,2.5
polarized,conspiracy_climate_piggyback,scopex_2017,2.5846,2.4678,5.0,,65,2.6667,2.6667,4.0,,1.0,0.1651,3,0.08210000000000006
polarized,conspiracy_climate_piggyback,chemtrails_gates_2018_2021,3.0455,3.0119,4.0,8.0,11,4.0,4.0,5.0,6.0,0.9,0.75,5,0.9544999999999999
polarized,conspiracy_climate_piggyback,paris_agreement,2.7615,2.7188,5.0,,13,4.5,4.5,5.0,,1.8833,0.0526,6,1.7385000000000002
polarized,conspiracy_climate_piggyback,polar_bears,0.0,0.0,0.0,,6,0.5,0.5,2.0,,0.0,1.0,4,0.5
polarized,conspiracy_depopulation,scopex_2017,2.0,2.0,2.5,,3,4.1364,4.0805,5.0,3.0,2.9409,0.2684,66,2.1364
polarized,conspiracy_depopulation,sai_geoengineering,0.125,0.125,0.4999999999999999,,4,1.1111,1.125,3.0,,1.1111,,9,0.9861
polarized,conspiracy_depopulation,paris_agreement,4.75,4.75,5.0,5.0,4,4.8571,4.8,5.0,3.0,0.7143,,7,0.10709999999999997
polarized,conspiracy_depopulation,climate_consensus,4.75,4.75,5.0,3.0,8,5.0,5.0,5.0,4.0,0.0,,4,0.25
polarized,conspiracy_depopulation,polar_bears,0.0,0.0,0.0,,3,0.6667,0.6667,2.0,,0.6667,,6,0.6667
polarized,conspiracy_haarp_weather,scopex_2017,2.425,2.6167,3.2,8.0,4,4.6364,4.7917,5.0,3.0,1.8818,0.3031,11,2.2114000000000003
polarized,conspiracy_haarp_weather,chemtrails_gates_2018_2021,3.3,3.3,4.0,8.0,5,3.6667,3.6667,5.0,6.0,0.75,0.8325,6,0.36670000000000025
polarized,conspiracy_haarp_weather,sai_geoengineering,1.0,1.0,0.9999999999999998,,3,2.4,2.375,4.0,8.0,1.6,0.2156,5,1.4
polarized,conspiracy_haarp_weather,paris_agreement,4.025,4.025,5.0,7.0,4,5.0,5.0,5.0,6.0,2.3333,,3,0.9749999999999996
polarized,conspiracy_haarp_weather,climate_consensus,4.8,4.8,5.0,6.0,5,5.0,5.0,5.0,5.0,0.0,,4,0.20000000000000018
polarized,environmental_concern,scopex_2017,0.0,0.0,0.0,,115,0.0,0.0,0.0,,0.0,,121,0.0
polarized,environmental_concern,chemtrails_gates_2018_2021,0.0952,0.1122,0.4999999999999999,,126,0.0098,0.0125,1.0,,0.0049,1.0,102,-0.0854
polarized,environmental_concern,sai_geoengineering,0.0,0.0,0.0,,122,0.876,0.8893,2.0,,0.8926,,121,0.876
polarized,environmental_concern,paris_agreement,0.0319,0.0327,0.9999999999999998,,94,1.0,1.0054,2.0,,1.0101,,99,0.9681
polarized,environmental_concern,climate_consensus,0.0,0.0,0.0,,119,0.2992,0.3346,2.0,,0.2992,,127,0.2992
polarized,environmental_concern,polar_bears,0.0,0.0,0.0,,111,0.7245,0.7172,2.0,,0.7245,,98,0.7245
polarized,mitigation_first_policy,chemtrails_gates_2018_2021,0.0,0.0,0.0,,109,0.1111,0.111,1.0,,0.0833,1.0,108,0.1111
polarized,mitigation_first_policy,sai_geoengineering,0.0,0.0,0.0,,67,0.9823,0.9801,2.0,,0.9912,,113,0.9823
polarized,mitigation_first_policy,paris_agreement,0.0049,0.0089,0.4999999999999999,,103,0.7978,0.7626,2.0,,0.7865,1.0,89,0.7928999999999999
