topology,rest,articleId,meanMI_T2c,mpr_T2c,maxMI_T2c,kStar_T2c,nScored_T2c,meanMI_T2d,mpr_T2d,maxMI_T2d,kStar_T2d,meanDualGap,meanAgreement,nScored_T2d,delta_T2d_minus_T2c
echo_chamber,mix_03,paris_agreement,3.9273,3.828,5.0,7.0,11,4.8889,4.8571,5.0,3.0,1.8333,-0.7041,9,0.9615999999999998
echo_chamber,mix_03,climate_consensus,5.0,5.0,5.0,6.0,4,4.6667,4.6,5.0,,0.25,1.0,6,-0.3333000000000004
echo_chamber,mix_03,polar_bears,0.0,0.0,0.0,,5,0.3333,0.5,1.0,,0.3333,,3,0.3333
echo_chamber,mix_04,scopex_2017,0.0,0.0,0.0,,10,0.0,0.0,0.0,,0.0,,2,0.0
echo_chamber,mix_04,chemtrails_gates_2018_2021,0.2,0.125,0.9999999999999998,,5,0.0,0.0,0.0,,0.0,,2,-0.2
echo_chamber,mix_04,sai_geoengineering,0.5,0.375,0.9999999999999998,,3,0.75,0.75,2.0,,0.75,,4,0.25
echo_chamber,mix_04,paris_agreement,0.5714,0.6667,2.0,,7,1.2857,1.0687,5.0,,0.9429,0.8062,35,0.7143
echo_chamber,mix_05,scopex_2017,0.3,0.2143,3.0,,10,0.0,0.0,0.0,,0.0,,6,-0.3
echo_chamber,mix_05,chemtrails_gates_2018_2021,1.25,1.25,2.5,,2,0.0,0.0,0.0,,0.0,,2,-1.25
echo_chamber,mix_05,sai_geoengineering,0.0,0.0,0.0,,5,1.3333,1.3333,2.0,,1.3333,,3,1.3333
echo_chamber,mix_05,climate_consensus,0.7778,0.8571,5.0,,9,0.0,0.0,0.0,,0.0,,3,-0.7778
echo_chamber,mix_05,polar_bears,0.0,0.0,0.0,,120,1.5,1.5,2.0,,1.5,,4,1.5
hierarchical,mix_00,chemtrails_gates_2018_2021,3.9625,3.9625,4.0,1.0,8,4.5,4.5,5.0,1.0,1.0,0.7152,2,0.5375000000000001
hierarchical,mix_00,sai_geoengineering,0.2857,0.2917,0.9999999999999998,,7,1.0,1.0,1.0,,1.0,,2,0.7142999999999999
hierarchical,mix_00,climate_consensus,5.0,5.0,5.0,1.0,2,5.0,5.0,5.0,1.0,0.0,,2,0.0
hierarchical,mix_00,polar_bears,0.0,0.0,0.0,,4,1.375,1.375,2.0,,1.375,,8,1.375
hierarchical,mix_01,sai_geoengineering,0.5,0.5,1.5000000000000002,,8,2.0,2.0,3.0,,2.0,,8,1.5
hierarchical,mix_01,climate_consensus,4.875,4.875,5.0,1.0,8,5.0,5.0,5.0,1.0,0.0,,8,0.125
hierarchical,mix_01,polar_bears,0.0,0.0,0.0,,5,1.25,1.25,2.0,,1.25,,8,1.25
hierarchical,mix_02,chemtrails_gates_2018_2021,0.96,0.9606,0.9999999999999998,,25,2.0,2.0,2.0,,1.5,0.6124,4,1.04
hierarchical,mix_02,sai_geoengineering,0.037,0.0394,0.4999999999999999,,27,1.0455,1.0417,2.0,,1.0455,,22,1.0085000000000002
hierarchical,mix_03,chemtrails_gates_2018_2021,3.5,3.4792,4.0,5.0,7,4.375,4.375,5.0,1.0,0.9375,0.9336,8,0.875
hierarchical,mix_03,polar_bears,0.0,0.0,0.0,,5,0.75,0.75,2.0,,0.75,,8,0.75
hierarchical,mix_04,scopex_2017,0.0,0.0,0.0,,2,3.0,3.0,3.0,,2.0,,2,3.0
hierarchical,mix_04,sai_geoengineering,0.0,0.0,0.0,,2,1.375,1.375,3.0,,1.375,,8,1.375
hierarchical,mix_04,polar_bears,0.0,0.0,0.0,,6,1.375,1.375,2.0,,1.375,,8,1.375
hierarchical,mix_05,scopex_2017,0.2,0.1667,0.9999999999999998,,5,3.375,3.375,5.0,,2.325,-0.0187,8,3.175
hierarchical,mix_05,chemtrails_gates_2018_2021,4.2,4.25,5.0,1.0,5,2.625,2.625,4.0,6.0,0.875,0.9331,8,-1.5750000000000002
hierarchical,mix_05,sai_geoengineering,1.0,1.0,2.0,,2,0.5714,0.5,2.0,,0.5714,,7,-0.4286
hierarchical,mix_05,paris_agreement,2.0,2.0417,3.0,,7,3.0,3.0,5.0,5.0,2.0333,-0.1069,6,1.0
hierarchical,mix_05,climate_consensus,5.0,5.0,5.0,1.0,8,4.25,4.25,5.0,1.0,0.5,0.7483,8,-0.75
hierarchical,mix_05,polar_bears,0.3571,0.3542,0.4999999999999999,,7,0.25,0.25,2.0,,0.25,,8,-0.10709999999999997
linear_chain,mix_00,scopex_2017,1.0,1.0,2.5,,8,3.1667,3.1667,5.0,,1.4167,0.1261,6,2.1667
linear_chain,mix_00,chemtrails_gates_2018_2021,2.125,2.125,4.0,,8,4.4,4.4,5.0,,1.48,0.7888,5,2.2750000000000004
linear_chain,mix_00,sai_geoengineering,0.0,0.0,0.0,,3,0.75,0.75,2.0,,0.625,1.0,8,0.75
linear_chain,mix_00,climate_consensus,3.3333,3.3333,5.0,,6,5.0,5.0,5.0,1.0,1.25,,8,1.6667
linear_chain,mix_00,polar_bears,0.25,0.25,1.5000000000000002,,8,1.0,1.0,2.0,,1.0,,8,0.75
linear_chain,mix_01,scopex_2017,1.8125,1.8125,3.0,,8,4.375,4.375,5.0,6.0,3.125,0.6124,8,2.5625
linear_chain,mix_01,chemtrails_gates_2018_2021,2.75,2.75,4.0,,4,2.6667,2.6667,4.0,,1.0833,0.7216,6,-0.08329999999999993
linear_chain,mix_01,sai_geoengineering,0.3333,0.3333,0.9999999999999998,,3,1.0,1.0,3.0,,1.0,,8,0.6667000000000001
linear_chain,mix_01,paris_agreement,1.4375,1.4375,5.0,,8,2.625,2.625,5.0,8.0,1.9,0.193,8,1.1875
linear_chain,mix_01,climate_consensus,1.8125,1.8125,5.0,,8,3.0,3.0,5.0,7.0,1.3125,0.9444,8,1.1875
linear_chain,mix_01,polar_bears,0.0,0.0,0.0,,8,2.5,2.5,4.0,5.0,2.0,0.4312,8,2.5
linear_chain,mix_02,scopex_2017,0.25,0.25,0.4999999999999999,,8,2.0,2.0,2.0,,1.375,0.7093,8,1.75
linear_chain,mix_02,chemtrails_gates_2018_2021,0.7,0.7,0.9999999999999998,,6,2.0,2.0,2.0,,1.1,0.9225,5,1.3
linear_chain,mix_02,sai_geoengineering,0.0,0.0,0.0,,8,2.125,2.125,3.0,,1.9375,0.4167,8,2.125
linear_chain,mix_02,paris_agreement,0.0,0.0,0.0,,8,0.625,0.625,2.0,,0.5625,1.0,8,0.625
linear_chain,mix_02,climate_consensus,0.5,0.5,0.9999999999999998,,8,1.125,1.125,2.0,,1.125,,8,0.625
linear_chain,mix_02,polar_bears,0.0625,0.0625,0.4999999999999999,,8,1.75,1.75,2.0,,1.6875,1.0,8,1.6875
linear_chain,mix_03,scopex_2017,0.0,0.0,0.0,,5,1.625,1.625,5.0,8.0,1.125,0.9583,8,1.625
linear_chain,mix_03,chemtrails_gates_2018_2021,0.9625,0.9625,3.5,,8,2.0,2.0,5.0,,0.9375,0.9333,8,1.0375
linear_chain,mix_03,paris_agreement,0.0,0.0,0.0,,8,1.375,1.375,5.0,,0.5,0.6124,8,1.375
linear_chain,mix_03,climate_consensus,0.625,0.625,5.0,,8,1.5,1.5,5.0,,0.8125,0.4082,8,0.875
linear_chain,mix_04,chemtrails_gates_2018_2021,1.4375,1.4375,2.0,,8,2.0,2.0,4.0,,0.9375,0.7619,8,0.5625
linear_chain,mix_04,sai_geoengineering,0.3125,0.3125,1.5000000000000002,,8,3.125,3.125,4.0,,3.125,,8,2.8125
linear_chain,mix_04,paris_agreement,0.875,0.875,2.5,,8,1.4,1.4,2.0,,1.2,0.7437,5,0.5249999999999999
linear_chain,mix_04,polar_bears,0.3125,0.3125,0.4999999999999999,,8,0.875,0.875,2.0,,0.8125,1.0,8,0.5625
linear_chain,mix_05,scopex_2017,1.0625,1.0625,5.0,,8,2.4286,2.4286,4.0,,1.7857,0.5084,7,1.3660999999999999
linear_chain,mix_05,chemtrails_gates_2018_2021,1.25,1.25,3.5,,8,2.625,2.625,4.0,,0.9375,0.6712,8,1.375
linear_chain,mix_05,sai_geoengineering,0.0,0.0,0.0,,8,1.0,1.0,3.0,,1.0,,8,1.0
linear_chain,mix_05,paris_agreement,1.4375,1.4375,3.5,,8,1.125,1.125,5.0,8.0,0.5625,1.0,8,-0.3125
linear_chain,mix_05,polar_bears,0.0,0.0,0.0,,2,0.875,0.875,2.0,,0.875,,8,0.875
polarized,mix_00,scopex_2017,1.5851,1.5646,5.0,,94,3.1849,3.1347,5.0,6.0,1.458,0.3798,119,1.5997999999999999
polarized,mix_00,chemtrails_gates_2018_2021,1.967,2.0171,4.0,,109,3.7925,3.8347,5.0,4.0,1.4755,0.8223,53,1.8255
polarized,mix_01,scopex_2017,1.5485,1.3456,5.0,,66,3.7217,3.7302,5.0,4.0,1.913,0.2332,115,2.1731999999999996
polarized,mix_01,chemtrails_gates_2018_2021,1.9333,2.0929,3.5,,9,2.4595,2.7476,5.0,6.0,0.7432,0.8711,37,0.5261999999999998
polarized,mix_01,sai_geoengineering,0.0,0.0,0.0,,15,0.3333,0.4,2.0,,0.3333,,6,0.3333
polarized,mix_01,climate_consensus,2.5,2.5,5.0,,2,5.0,5.0,5.0,5.0,0.7,0.6667,5,2.5
polarized,mix_02,sai_geoengineering,0.0161,0.0049,0.4999999999999999,,31,0.3333,0.3333,1.0,,0.3333,,3,0.3172
polarized,mix_02,climate_consensus,0.625,0.5714,0.9999999999999998,,8,0.0,0.0,0.0,,0.0,,4,-0.625
polarized,mix_03,chemtrails_gates_2018_2021,2.5758,2.5639,4.5,,95,2.5556,2.8571,5.0,7.0,0.7778,0.8333,9,-0.020199999999999996
polarized,mix_03,sai_geoengineering,0.0686,0.0781,1.5000000000000002,,51,1.2857,1.25,3.0,,1.2857,,7,1.2171
polarized,mix_03,climate_consensus,1.9167,1.875,5.0,,6,5.0,5.0,5.0,1.0,1.25,,6,3.0833
polarized,mix_04,chemtrails_gates_2018_2021,1.9864,1.9953,5.0,,110,0.0,0.0,0.0,,0.0,,2,-1.9864
polarized,mix_04,sai_geoengineering,0.0431,0.0429,1.5000000000000002,,116,0.75,0.75,2.0,,0.75,,4,0.7069
polarized,mix_04,paris_agreement,2.9308,3.2905,5.0,,13,1.3824,1.1982,5.0,,0.7941,-0.2966,68,-1.5484
polarized,mix_05,chemtrails_gates_2018_2021,2.0661,2.0753,5.0,,118,0.1009,0.1125,5.0,,0.0459,0.8188,109,-1.9652
polarized,mix_05,paris_agreement,2.2659,2.3643,5.0,,85,0.8713,0.8643,2.0,,0.7822,1.0,101,-1.3945999999999998
polarized,mix_05,climate_consensus,3.5,3.5952,5.0,8.0,13,2.4231,2.5723,5.0,7.0,0.65,0.849,130,-1.0769000000000002
polarized,mix_05,polar_bears,0.0,0.0,0.0,,10,0.812,0.8077,5.0,,0.7863,0.6124,117,0.812
random_er,mix_00,sai_geoengineering,0.1311,0.1271,1.5000000000000002,,135,0.9483,0.9409,4.0,,0.931,0.5577,116,0.8172
random_er,mix_00,paris_agreement,1.9429,1.9476,5.0,,147,4.5673,4.5632,5.0,1.0,1.6769,0.3616,104,2.6244000000000005
random_er,mix_00,climate_consensus,2.5729,2.5727,5.0,,144,4.4262,4.4211,5.0,1.0,0.7852,0.7254,122,1.8532999999999995
random_er,mix_00,polar_bears,0.0167,0.018,0.4999999999999999,,150,0.9612,0.9547,4.0,,0.9369,0.6124,103,0.9445
random_er,mix_01,scopex_2017,1.0536,1.0474,5.0,,97,3.3427,3.3208,5.0,6.0,1.6364,0.4024,143,2.2890999999999995
random_er,mix_01,chemtrails_gates_2018_2021,1.7682,1.7912,5.0,,107,2.5899,2.5669,5.0,6.0,1.0691,0.8658,139,0.8217000000000001
random_er,mix_01,sai_geoengineering,0.0,0.0,0.0,,98,0.7417,0.7395,3.0,,0.7417,,120,0.7417
random_er,mix_01,paris_agreement,1.7145,1.7608,5.0,,83,4.7708,4.7816,5.0,1.0,2.1556,0.0115,144,3.0563000000000002
random_er,mix_01,polar_bears,0.0,0.0,0.0,,103,0.7571,0.7658,2.0,,0.7571,,140,0.7571
random_er,mix_02,scopex_2017,0.124,0.1262,1.5000000000000002,,129,1.0256,1.0226,4.0,,0.9744,0.4774,117,0.9016000000000001
random_er,mix_02,chemtrails_gates_2018_2021,1.0154,1.0135,2.5,,130,2.0945,2.0901,5.0,,1.0512,0.9948,127,1.0791
random_er,mix_02,sai_geoengineering,0.0793,0.0813,1.5000000000000002,,145,0.8475,0.853,3.0,,0.8475,,59,0.7682
random_er,mix_02,paris_agreement,0.0,0.0,0.0,,143,0.4034,0.4142,2.0,,0.4034,1.0,119,0.4034
random_er,mix_02,climate_consensus,0.2227,0.2342,0.9999999999999998,,119,1.5128,1.4808,3.0,,1.3299,0.8476,117,1.2900999999999998
random_er,mix_03,scopex_2017,0.7121,0.7601,5.0,,107,1.8699,1.9014,5.0,,1.3137,0.4805,146,1.1578
random_er,mix_03,chemtrails_gates_2018_2021,1.0657,1.1481,4.0,,105,0.7319,0.7268,5.0,,0.3377,0.9474,138,-0.3338000000000001
random_er,mix_03,climate_consensus,0.3947,0.536,5.0,,76,1.5282,1.5902,5.0,,1.0563,0.9377,142,1.1335
random_er,mix_04,scopex_2017,0.2867,0.3109,4.0,,120,2.1135,2.159,5.0,,1.644,0.5794,141,1.8268000000000002
random_er,mix_04,sai_geoengineering,0.5,0.5,0.4999999999999999,,2,0.6443,0.6369,3.0,,0.6376,1.0,149,0.14429999999999998
random_er,mix_04,paris_agreement,1.2992,1.311,5.0,,119,1.8571,1.9394,5.0,,1.2857,0.6042,133,0.5579000000000001
random_er,mix_04,polar_bears,0.0848,0.0802,4.5,,112,0.8936,0.896,5.0,,0.8723,0.3125,141,0.8088
random_er,mix_05,scopex_2017,0.3939,0.3988,5.0,,132,1.8916,1.8638,5.0,,1.3133,0.4213,83,1.4977
random_er,mix_05,polar_bears,0.0041,0.0033,0.4999999999999999,,123,1.4885,1.5007,5.0,,1.4809,0.4916,131,1.4844
ring,mix_00,scopex_2017,2.25,2.25,3.0,,2,4.5,4.5,5.0,2.0,2.25,0.0727,8,2.25
ring,mix_00,sai_geoengineering,0.125,0.125,0.9999999999999998,,8,1.75,1.75,3.0,,1.75,,8,1.625
ring,mix_00,paris_agreement,3.0625,3.0625,5.0,,8,4.0,4.0,5.0,,1.45,0.2959,8,0.9375
ring,mix_00,climate_consensus,3.3333,3.3333,5.0,,6,4.25,4.25,5.0,8.0,1.1,0.8027,8,0.9167000000000001
ring,mix_00,polar_bears,0.0,0.0,0.0,,8,1.125,1.125,3.0,,1.0625,0.0,8,1.125
ring,mix_01,scopex_2017,1.375,1.375,2.5,,8,3.875,3.875,5.0,8.0,2.5625,0.1509,8,2.5
ring,mix_01,chemtrails_gates_2018_2021,1.4375,1.4375,3.0,,8,3.875,3.875,5.0,7.0,1.9375,0.7556,8,2.4375
ring,mix_01,sai_geoengineering,0.0,0.0,0.0,,8,1.125,1.125,3.0,,1.125,,8,1.125
ring,mix_01,paris_agreement,4.0,4.0,5.0,,3,3.875,3.875,5.0,7.0,1.4125,0.4759,8,-0.125
ring,mix_01,climate_consensus,2.1875,2.1875,5.0,,8,3.125,3.125,5.0,,1.1,0.6393,8,0.9375
ring,mix_01,polar_bears,0.0,0.0,0.0,,8,0.875,0.875,2.0,,0.8125,1.0,8,0.875
ring,mix_02,scopex_2017,0.0,0.0,0.0,,8,0.0,0.0,0.0,,0.0,,2,0.0
ring,mix_02,chemtrails_gates_2018_2021,0.9375,0.9375,0.9999999999999998,,8,2.0,2.0,2.0,,1.1,0.9359,8,1.0625
ring,mix_02,sai_geoengineering,0.625,0.625,1.5000000000000002,,8,1.875,1.875,3.0,,1.75,0.7041,8,1.25
ring,mix_02,paris_agreement,0.0,0.0,0.0,,8,0.625,0.625,1.0,,0.625,,8,0.625
ring,mix_02,climate_consensus,0.625,0.625,0.9999999999999998,,8,0.4,0.4,2.0,,0.2,1.0,5,-0.22499999999999998
ring,mix_03,scopex_2017,0.125,0.125,0.4999999999999999,,4,2.5,2.5,5.0,8.0,1.625,0.6389,8,2.375
ring,mix_03,chemtrails_gates_2018_2021,0.5,0.5,1.5000000000000002,,3,2.75,2.75,5.0,7.0,1.5375,0.9637,8,2.25
ring,mix_03,sai_geoengineering,0.0,0.0,0.0,,8,0.5,0.5,2.0,,0.5,,8,0.5
ring,mix_03,paris_agreement,0.0,0.0,0.0,,6,0.0,0.0,0.0,,0.0,,2,0.0
ring,mix_03,climate_consensus,0.0,0.0,0.0,,3,1.5,1.5,2.0,,1.3333,0.8062,6,1.5
ring,mix_03,polar_bears,0.0,0.0,0.0,,2,0.875,0.875,2.0,,0.75,0.375,8,0.875
ring,mix_04,scopex_2017,0.5625,0.5625,0.9999999999999998,,8,2.0,2.0,4.0,5.0,1.9167,0.6124,6,1.4375
ring,mix_04,sai_geoengineering,0.0,0.0,0.0,,8,1.625,1.625,3.0,,1.625,,8,1.625
ring,mix_04,paris_agreement,1.0125,1.0125,2.5,,8,3.25,3.25,5.0,7.0,2.375,0.8333,8,2.2375
ring,mix_04,climate_consensus,1.0,1.0,5.0,8.0,8,3.25,3.25,5.0,,2.0,0.8062,4,2.25
ring,mix_04,polar_bears,0.0,0.0,0.0,,8,0.875,0.875,3.0,,0.875,,8,0.875
ring,mix_05,chemtrails_gates_2018_2021,1.25,1.25,3.0,,8,3.1429,3.1429,5.0,6.0,1.9,0.9332,7,1.8929
ring,mix_05,climate_consensus,1.875,1.875,5.0,,8,3.0,3.0,5.0,7.0,0.7143,0.6124,7,1.125
ring,mix_05,polar_bears,0.0,0.0,0.0,,8,1.0,1.0,2.0,,1.0,,8,1.0
scale_free,mix_00,scopex_2017,1.5647,1.5333,5.0,,139,3.2583,3.2558,5.0,4.0,1.9695,0.5051,151,1.6936000000000002
scale_free,mix_00,paris_agreement,3.9795,3.9279,5.0,3.0,151,3.4122,3.3571,5.0,5.0,1.1908,0.4892,131,-0.5672999999999999
scale_free,mix_00,polar_bears,0.0066,0.007,0.4999999999999999,,151,0.82,0.8273,2.0,,0.8133,-0.0791,150,0.8133999999999999
scale_free,mix_01,chemtrails_gates_2018_2021,2.521,2.4888,5.0,,138,3.1119,3.1246,5.0,6.0,1.2818,0.8794,143,0.5909
scale_free,mix_01,paris_agreement,2.3895,2.356,5.0,8.0,162,4.3185,4.3248,5.0,2.0,2.2378,0.3749,135,1.9290000000000003
scale_free,mix_01,climate_consensus,1.724,1.6981,5.0,,154,3.9231,3.9146,5.0,4.0,1.2009,0.8862,117,2.1990999999999996
scale_free,mix_01,polar_bears,0.0993,0.0983,0.9999999999999998,,151,1.8542,1.8439,4.0,,1.5764,0.4184,144,1.7549000000000001
scale_free,mix_02,scopex_2017,0.026,0.0249,0.9999999999999998,,150,1.8904,1.8905,5.0,,1.5945,0.3785,146,1.8644
scale_free,mix_02,chemtrails_gates_2018_2021,1.0451,1.0433,2.5,,153,1.8471,1.8464,5.0,,0.949,0.98,157,0.802
scale_free,mix_02,sai_geoengineering,0.0,0.0,0.0,,23,1.0775,1.0854,3.0,,1.0775,,142,1.0775
scale_free,mix_02,paris_agreement,0.0161,0.0069,0.9999999999999998,,62,0.3679,0.3019,2.0,,0.3613,0.8062,106,0.3518
scale_free,mix_02,climate_consensus,0.0966,0.1008,2.5,,145,1.0909,1.1875,2.0,,0.8909,0.9688,11,0.9943
scale_free,mix_03,climate_consensus,0.3447,0.3775,5.0,,161,1.0464,1.0482,5.0,,0.5695,0.8198,151,0.7017
scale_free,mix_03,polar_bears,0.0,0.0,0.0,,151,0.7568,0.7585,4.0,,0.7601,0.0,148,0.7568
scale_free,mix_04,scopex_2017,0.5343,0.5672,5.0,,143,1.5333,1.5421,5.0,,1.1053,0.5985,150,0.9990000000000001
scale_free,mix_04,chemtrails_gates_2018_2021,1.1737,1.178,4.0,,152,2.1831,1.9385,5.0,,1.1901,0.7956,71,1.0094
scale_free,mix_04,sai_geoengineering,0.0099,0.0086,0.9999999999999998,,151,0.75,0.5833,2.0,,0.5,1.0,8,0.7401
scale_free,mix_04,climate_consensus,1.0752,1.1447,5.0,,149,2.5,2.5,5.0,7.0,1.25,,2,1.4248
scale_free,mix_04,polar_bears,0.0396,0.0378,1.5000000000000002,,139,0.75,0.5,2.0,,0.75,,4,0.7104
scale_free,mix_05,chemtrails_gates_2018_2021,1.8285,1.8439,5.0,,151,2.3636,2.2778,4.0,,1.0455,1.0,11,0.5350999999999999
scale_free,mix_05,sai_geoengineering,0.1491,0.1517,1.5000000000000002,,161,1.0,1.1,3.0,,0.9167,0.4082,6,0.8509
scale_free,mix_05,paris_agreement,0.9889,0.9644,5.0,,126,3.0,3.0,4.0,,1.5,0.8062,2,2.0111
scale_free,mix_05,climate_consensus,1.0294,1.1563,5.0,,17,2.0,1.6667,5.0,7.0,0.75,,4,0.9705999999999999
scale_free,mix_05,polar_bears,0.0,0.0,0.0,,11,1.3333,1.3333,2.0,,1.3333,,3,1.3333
small_world,mix_00,chemtrails_gates_2018_2021,2.5286,2.5385,4.0,,147,4.2215,4.1857,5.0,1.0,1.307,0.8359,158,1.6928999999999998
small_world,mix_00,sai_geoengineering,0.0845,0.0832,2.0,,148,1.3203,1.3056,4.0,,1.1523,0.5622,128,1.2358
small_world,mix_00,paris_agreement,3.1627,3.1282,5.0,5.0,153,4.1603,4.1387,5.0,3.0,1.6026,0.2604,156,0.9976000000000003
small_world,mix_00,polar_bears,0.281,0.2895,4.0,,153,0.8158,0.8229,5.0,,0.7171,0.5681,152,0.5347999999999999
small_world,mix_01,scopex_2017,1.7218,1.7112,5.0,,142,3.2148,3.2143,5.0,6.0,1.851,0.3468,149,1.4929999999999999
small_world,mix_01,sai_geoengineering,0.0101,0.0102,0.4999999999999999,,148,0.9871,0.9816,3.0,,0.9419,0.6504,155,0.977
small_world,mix_01,paris_agreement,2.773,2.784,5.0,,159,3.6154,3.5908,5.0,2.0,1.8141,0.0903,156,0.8424
small_world,mix_01,polar_bears,0.0062,0.0057,0.9999999999999998,,161,1.1544,1.154,4.0,,1.104,0.4361,149,1.1482
small_world,mix_02,scopex_2017,0.4167,0.4228,1.5000000000000002,,150,2.3264,2.3131,4.0,,1.7951,0.5637,144,1.9097
small_world,mix_02,chemtrails_gates_2018_2021,0.9226,0.9214,2.0,,155,2.0072,2.0078,3.0,,1.1079,0.9129,139,1.0846
small_world,mix_02,sai_geoengineering,0.0352,0.0356,1.5000000000000002,,142,0.7792,0.7803,3.0,,0.7617,0.9014,154,0.744
small_world,mix_02,paris_agreement,0.0422,0.0445,2.0,,154,0.5352,0.5317,2.0,,0.5176,1.0,142,0.493
small_world,mix_02,climate_consensus,0.15,0.1473,2.0,,160,1.125,1.2857,2.0,,0.9375,0.8062,8,0.975
small_world,mix_02,polar_bears,0.0245,0.024,0.4999999999999999,,143,1.2727,1.4286,3.0,,1.2727,,11,1.2482
small_world,mix_03,sai_geoengineering,0.0099,0.011,1.5000000000000002,,152,1.0654,1.0552,3.0,,0.9967,0.7041,153,1.0554999999999999
small_world,mix_03,climate_consensus,0.9233,0.8928,5.0,,150,1.7172,1.7104,5.0,,1.1483,0.8905,145,0.7939
small_world,mix_03,polar_bears,0.007,0.0081,0.4999999999999999,,142,0.9857,0.9844,3.0,,0.9893,,140,0.9787
small_world,mix_04,scopex_2017,0.4615,0.4728,5.0,,156,2.1053,2.0924,5.0,,1.5329,0.4665,152,1.6438000000000001
small_world,mix_04,sai_geoengineering,0.0,0.0,0.0,,17,0.8116,0.8076,3.0,,0.8152,0.8062,138,0.8116
small_world,mix_04,paris_agreement,1.3424,1.3586,5.0,,99,2.0,2.1667,5.0,8.0,0.9286,,7,0.6576
small_world,mix_04,polar_bears,0.0443,0.0437,2.0,,140,1.0,0.8125,2.0,,1.0,1.0,11,0.9557
small_world,mix_05,scopex_2017,0.6143,0.6869,3.5,,35,1.3617,1.3679,5.0,,1.005,0.5217,141,0.7474
small_world,mix_05,chemtrails_gates_2018_2021,1.0857,1.1631,4.0,,84,2.0921,2.0936,5.0,,0.8816,0.9035,152,1.0063999999999997
small_world,mix_05,sai_geoengineering,0.0647,0.0654,1.5000000000000002,,139,1.0608,1.0584,4.0,,0.9764,0.7531,148,0.9961
small_world,mix_05,paris_agreement,0.6079,0.6016,3.0,,139,1.4397,1.436,5.0,,1.0482,0.6206,141,0.8318
small_world,mix_05,climate_consensus,2.1438,2.092,5.0,,130,1.9034,1.898,5.0,,1.0262,0.7035,145,-0.24040000000000017
small_world,mix_05,polar_bears,0.0392,0.0367,3.0,,153,1.0962,1.1191,3.0,,1.0994,0.1187,156,1.0570000000000002
