experiment,experimentName,topology,bpMix,articleId,status,totalEvents,maxEventMI,maxNetworkMeanMI,meanNodeMPR,maxNodeMPR,propagandaOccurred,kStar_network,firstMeanMiOver3,networkRecoveredAfterPropaganda,kStar_hop,giniCoefficient,structuralVirality,runDir,model
He,He_mix_08,linear_chain,heterogeneous:mix_08,scopex_2017,complete,8,5,5,2.375,5,true,,2,true,1,0.3224,3,He_mix_08_2026-09-18_04-25-16,gpt-4o-mini
He,He_mix_08,linear_chain,heterogeneous:mix_08,chemtrails_gates_2018_2021,complete,8,5,5,2.5,5,true,,5,true,4,0.325,3,He_mix_08_2026-09-18_04-25-16,gpt-4o-mini
He,He_mix_08,linear_chain,heterogeneous:mix_08,sai_geoengineering,complete,8,3,3,1.375,3,false,,,false,,0.3295,3,He_mix_08_2026-09-18_04-25-16,gpt-4o-mini
He,He_mix_08,linear_chain,heterogeneous:mix_08,spice_uk_cancelled,complete,8,3,3,2.125,3,false,,,false,,0.2721,3,He_mix_08_2026-09-18_04-25-16,gpt-4o-mini
He,He_mix_08,linear_chain,heterogeneous:mix_08,paris_agreement,complete,8,5,5,4.125,5,true,,2,true,1,0.1705,3,He_mix_08_2026-09-18_04-25-16,gpt-4o-mini
He,He_mix_08,linear_chain,heterogeneous:mix_08,climate_consensus,complete,8,5,5,4,5,true,,2,true,1,0.1875,3,He_mix_08_2026-09-18_04-25-16,gpt-4o-mini
He,He_mix_08,linear_chain,heterogeneous:mix_08,glaciers_retreat,complete,8,4,4,2,4,true,8,8,false,7,0.2656,3,He_mix_08_2026-09-18_04-25-16,gpt-4o-mini
He,He_mix_08,linear_chain,heterogeneous:mix_08,polar_bears,complete,8,3,3,2,3,false,,,false,,0.2031,3,He_mix_08_2026-09-18_04-25-16,gpt-4o-mini
He,He_mix_08,linear_chain,heterogeneous:mix_08,co2_fertilization,complete,8,4,4,1.75,4,true,,6,true,5,0.4107,3,He_mix_08_2026-09-18_04-25-16,gpt-4o-mini
He,He_mix_08,linear_chain,heterogeneous:mix_08,sea_level_rise,complete,8,3,3,2.125,3,false,,,false,,0.0515,3,He_mix_08_2026-09-18_04-25-16,gpt-4o-mini
He,He_mix_08,linear_chain,heterogeneous:mix_08,net_zero,complete,3,3,3,0.5,3,false,,,false,,0.25,1,He_mix_08_2026-09-18_04-25-16,gpt-4o-mini
He,He_mix_08,linear_chain,heterogeneous:mix_08,attribution_extremes,complete,8,5,5,3,5,true,5,5,false,4,0.3854,3,He_mix_08_2026-09-18_04-25-16,gpt-4o-mini
He,He_mix_07,linear_chain,heterogeneous:mix_07,scopex_2017,complete,8,4,4,1.75,4,true,,6,true,5,0.4821,3,He_mix_07_2026-09-18_04-23-12,gpt-4o-mini
He,He_mix_07,linear_chain,heterogeneous:mix_07,chemtrails_gates_2018_2021,complete,8,2,2,1.875,2,false,,,false,,0.0583,3,He_mix_07_2026-09-18_04-23-12,gpt-4o-mini
He,He_mix_07,linear_chain,heterogeneous:mix_07,sai_geoengineering,complete,8,1,1,0.5,1,false,,,false,,0.5,3,He_mix_07_2026-09-18_04-23-12,gpt-4o-mini
He,He_mix_07,linear_chain,heterogeneous:mix_07,spice_uk_cancelled,complete,8,2,2,0.75,2,false,,,false,,0.4583,3,He_mix_07_2026-09-18_04-23-12,gpt-4o-mini
He,He_mix_07,linear_chain,heterogeneous:mix_07,paris_agreement,complete,8,5,5,0.875,5,true,8,8,false,7,0.7679,3,He_mix_07_2026-09-18_04-23-12,gpt-4o-mini
He,He_mix_07,linear_chain,heterogeneous:mix_07,climate_consensus,complete,8,5,5,2.125,5,true,8,8,false,7,0.3309,3,He_mix_07_2026-09-18_04-23-12,gpt-4o-mini
He,He_mix_07,linear_chain,heterogeneous:mix_07,glaciers_retreat,complete,8,1,1,0.75,1,false,,,false,,0.25,3,He_mix_07_2026-09-18_04-23-12,gpt-4o-mini
He,He_mix_07,linear_chain,heterogeneous:mix_07,polar_bears,complete,8,2,2,0.875,2,false,,,false,,0.4821,3,He_mix_07_2026-09-18_04-23-12,gpt-4o-mini
He,He_mix_07,linear_chain,heterogeneous:mix_07,co2_fertilization,complete,5,2,2,0.625,2,false,,,false,,0.15,1.6667,He_mix_07_2026-09-18_04-23-12,gpt-4o-mini
He,He_mix_07,linear_chain,heterogeneous:mix_07,sea_level_rise,complete,8,2,2,1.625,2,false,,,false,,0.1827,3,He_mix_07_2026-09-18_04-23-12,gpt-4o-mini
He,He_mix_07,linear_chain,heterogeneous:mix_07,net_zero,complete,8,3,3,0.375,3,false,,,false,,0.875,3,He_mix_07_2026-09-18_04-23-12,gpt-4o-mini
He,He_mix_07,linear_chain,heterogeneous:mix_07,attribution_extremes,complete,8,5,5,0.625,5,true,8,8,false,7,0.875,3,He_mix_07_2026-09-18_04-23-12,gpt-4o-mini
He,He_mix_06,linear_chain,heterogeneous:mix_06,scopex_2017,complete,8,5,5,2.875,5,true,,3,true,2,0.1739,2.6667,He_mix_06_2026-09-18_04-21-34,gpt-4o-mini
He,He_mix_06,linear_chain,heterogeneous:mix_06,chemtrails_gates_2018_2021,complete,8,5,5,3.25,5,true,,1,true,0,0.2115,3,He_mix_06_2026-09-18_04-21-34,gpt-4o-mini
He,He_mix_06,linear_chain,heterogeneous:mix_06,sai_geoengineering,complete,3,2,2,0.5,2,false,,,false,,0,1,He_mix_06_2026-09-18_04-21-34,gpt-4o-mini
He,He_mix_06,linear_chain,heterogeneous:mix_06,spice_uk_cancelled,complete,8,3,3,1.875,3,false,,,false,,0.225,3,He_mix_06_2026-09-18_04-21-34,gpt-4o-mini
He,He_mix_06,linear_chain,heterogeneous:mix_06,paris_agreement,complete,8,5,5,2.625,5,true,,6,true,5,0.244,3,He_mix_06_2026-09-18_04-21-34,gpt-4o-mini
He,He_mix_06,linear_chain,heterogeneous:mix_06,climate_consensus,complete,8,5,5,3.5,5,true,,1,true,0,0.2946,3,He_mix_06_2026-09-18_04-21-34,gpt-4o-mini
He,He_mix_06,linear_chain,heterogeneous:mix_06,glaciers_retreat,complete,8,5,5,3,5,true,6,6,false,5,0.2188,3,He_mix_06_2026-09-18_04-21-34,gpt-4o-mini
He,He_mix_06,linear_chain,heterogeneous:mix_06,polar_bears,complete,8,3,3,1,3,false,,,false,,0.5938,3,He_mix_06_2026-09-18_04-21-34,gpt-4o-mini
He,He_mix_06,linear_chain,heterogeneous:mix_06,co2_fertilization,complete,2,3,3,0.375,3,false,,,false,,0,0,He_mix_06_2026-09-18_04-21-34,gpt-4o-mini
He,He_mix_06,linear_chain,heterogeneous:mix_06,sea_level_rise,complete,8,3,3,1.875,3,false,,,false,,0.225,3,He_mix_06_2026-09-18_04-21-34,gpt-4o-mini
He,He_mix_06,linear_chain,heterogeneous:mix_06,net_zero,complete,8,4,4,1.75,4,true,,3,true,2,0.3214,3,He_mix_06_2026-09-18_04-21-34,gpt-4o-mini
He,He_mix_06,linear_chain,heterogeneous:mix_06,attribution_extremes,complete,2,0,0,0,0,false,,,false,,0,0,He_mix_06_2026-09-18_04-21-34,gpt-4o-mini
He,He_mix_05,linear_chain,heterogeneous:mix_05,scopex_2017,complete,8,4,4,2.5,4,true,8,8,false,7,0.1375,3,He_mix_05_2026-09-18_04-19-13,gpt-4o-mini
He,He_mix_05,linear_chain,heterogeneous:mix_05,chemtrails_gates_2018_2021,complete,8,5,5,2.375,5,true,8,8,false,7,0.3355,3,He_mix_05_2026-09-18_04-19-13,gpt-4o-mini
He,He_mix_05,linear_chain,heterogeneous:mix_05,sai_geoengineering,complete,8,3,3,2.25,3,false,,,false,,0.2083,3,He_mix_05_2026-09-18_04-19-13,gpt-4o-mini
He,He_mix_05,linear_chain,heterogeneous:mix_05,spice_uk_cancelled,complete,8,4,4,1.625,4,true,8,8,false,7,0.2788,3,He_mix_05_2026-09-18_04-19-13,gpt-4o-mini
He,He_mix_05,linear_chain,heterogeneous:mix_05,paris_agreement,complete,8,2,2,1,2,false,,,false,,0.5,3,He_mix_05_2026-09-18_04-19-13,gpt-4o-mini
He,He_mix_05,linear_chain,heterogeneous:mix_05,climate_consensus,complete,8,5,5,1.375,5,true,8,8,false,7,0.5795,3,He_mix_05_2026-09-18_04-19-13,gpt-4o-mini
He,He_mix_05,linear_chain,heterogeneous:mix_05,glaciers_retreat,complete,8,1,1,0.75,1,false,,,false,,0.25,3,He_mix_05_2026-09-18_04-19-13,gpt-4o-mini
He,He_mix_05,linear_chain,heterogeneous:mix_05,polar_bears,complete,8,3,3,1.5,3,false,,,false,,0.4167,3,He_mix_05_2026-09-18_04-19-13,gpt-4o-mini
He,He_mix_05,linear_chain,heterogeneous:mix_05,co2_fertilization,complete,8,1,1,0.875,1,false,,,false,,0.125,3,He_mix_05_2026-09-18_04-19-13,gpt-4o-mini
He,He_mix_05,linear_chain,heterogeneous:mix_05,sea_level_rise,complete,8,3,3,1.625,3,false,,,false,,0.2212,3,He_mix_05_2026-09-18_04-19-13,gpt-4o-mini
He,He_mix_05,linear_chain,heterogeneous:mix_05,net_zero,complete,1,0,0,0,0,false,,,false,,0,0,He_mix_05_2026-09-18_04-19-13,gpt-4o-mini
He,He_mix_05,linear_chain,heterogeneous:mix_05,attribution_extremes,complete,8,0,0,0,0,false,,,false,,0,3,He_mix_05_2026-09-18_04-19-13,gpt-4o-mini
He,He_mix_04,linear_chain,heterogeneous:mix_04,scopex_2017,complete,1,0,0,0,0,false,,,false,,0,0,He_mix_04_2026-09-18_04-18-37,gpt-4o-mini
He,He_mix_04,linear_chain,heterogeneous:mix_04,chemtrails_gates_2018_2021,complete,6,2,2,1.125,2,false,,,false,,0.0889,2,He_mix_04_2026-09-18_04-18-37,gpt-4o-mini
He,He_mix_04,linear_chain,heterogeneous:mix_04,sai_geoengineering,complete,8,4,4,2,4,true,,3,true,2,0.3594,3,He_mix_04_2026-09-18_04-18-37,gpt-4o-mini
He,He_mix_04,linear_chain,heterogeneous:mix_04,spice_uk_cancelled,complete,8,2,2,1.25,2,false,,,false,,0.15,3,He_mix_04_2026-09-18_04-18-37,gpt-4o-mini
He,He_mix_04,linear_chain,heterogeneous:mix_04,paris_agreement,complete,8,1,1,0.125,1,false,,,false,,0.875,3,He_mix_04_2026-09-18_04-18-37,gpt-4o-mini
He,He_mix_04,linear_chain,heterogeneous:mix_04,climate_consensus,complete,8,2,2,1.25,2,false,,,false,,0.35,3,He_mix_04_2026-09-18_04-18-37,gpt-4o-mini
He,He_mix_04,linear_chain,heterogeneous:mix_04,glaciers_retreat,complete,4,1,1,0.375,1,false,,,false,,0,1.3333,He_mix_04_2026-09-18_04-18-37,gpt-4o-mini
He,He_mix_04,linear_chain,heterogeneous:mix_04,polar_bears,complete,4,1,1,0.125,1,false,,,false,,0.6667,1.3333,He_mix_04_2026-09-18_04-18-37,gpt-4o-mini
He,He_mix_04,linear_chain,heterogeneous:mix_04,co2_fertilization,complete,8,1,1,1,1,false,,,false,,0,3,He_mix_04_2026-09-18_04-18-37,gpt-4o-mini
He,He_mix_04,linear_chain,heterogeneous:mix_04,sea_level_rise,complete,8,2,2,1.75,2,false,,,false,,0.1071,3,He_mix_04_2026-09-18_04-18-37,gpt-4o-mini
He,He_mix_04,linear_chain,heterogeneous:mix_04,net_zero,complete,1,0,0,0,0,false,,,false,,0,0,He_mix_04_2026-09-18_04-18-37,gpt-4o-mini
He,He_mix_04,linear_chain,heterogeneous:mix_04,attribution_extremes,complete,8,0,0,0,0,false,,,false,,0,3,He_mix_04_2026-09-18_04-18-37,gpt-4o-mini
He,He_mix_02,linear_chain,heterogeneous:mix_02,scopex_2017,complete,8,4,4,2.875,4,true,,2,true,1,0.1685,3,He_mix_02_2026-09-18_04-15-29,gpt-4o-mini
He,He_mix_02,linear_chain,heterogeneous:mix_02,chemtrails_gates_2018_2021,complete,8,3,3,2.25,3,false,,,false,,0.0833,3,He_mix_02_2026-09-18_04-15-29,gpt-4o-mini
He,He_mix_02,linear_chain,heterogeneous:mix_02,sai_geoengineering,complete,8,3,3,1.125,3,false,,,false,,0.5139,3,He_mix_02_2026-09-18_04-15-29,gpt-4o-mini
He,He_mix_02,linear_chain,heterogeneous:mix_02,spice_uk_cancelled,complete,7,3,3,1.125,3,false,,,false,,0.2407,2.3333,He_mix_02_2026-09-18_04-15-29,gpt-4o-mini
He,He_mix_02,linear_chain,heterogeneous:mix_02,paris_agreement,complete,5,5,5,1.875,5,true,3,3,false,2,0.1833,1.6667,He_mix_02_2026-09-18_04-15-29,gpt-4o-mini
He,He_mix_02,linear_chain,heterogeneous:mix_02,climate_consensus,complete,8,5,5,4,5,true,,1,true,0,0.1172,3,He_mix_02_2026-09-18_04-15-29,gpt-4o-mini
He,He_mix_02,linear_chain,heterogeneous:mix_02,glaciers_retreat,complete,5,2,2,0.625,2,false,,,false,,0.15,1.6667,He_mix_02_2026-09-18_04-15-29,gpt-4o-mini
He,He_mix_02,linear_chain,heterogeneous:mix_02,polar_bears,complete,8,2,2,1.125,2,false,,,false,,0.4306,3,He_mix_02_2026-09-18_04-15-29,gpt-4o-mini
He,He_mix_02,linear_chain,heterogeneous:mix_02,co2_fertilization,complete,8,3,3,1.625,3,false,,,false,,0.3365,3,He_mix_02_2026-09-18_04-15-29,gpt-4o-mini
He,He_mix_02,linear_chain,heterogeneous:mix_02,sea_level_rise,complete,8,2,2,1.625,2,false,,,false,,0.1442,3,He_mix_02_2026-09-18_04-15-29,gpt-4o-mini
He,He_mix_02,linear_chain,heterogeneous:mix_02,net_zero,complete,8,4,4,2.375,4,true,,1,true,0,0.2961,3,He_mix_02_2026-09-18_04-15-29,gpt-4o-mini
He,He_mix_02,linear_chain,heterogeneous:mix_02,attribution_extremes,complete,8,5,5,2.875,5,true,,2,true,1,0.3207,3,He_mix_02_2026-09-18_04-15-29,gpt-4o-mini
He,He_mix_03,linear_chain,heterogeneous:mix_03,scopex_2017,complete,2,3,3,0.375,3,false,,,false,,0,0,He_mix_03_2026-09-18_04-15-31,gpt-4o-mini
He,He_mix_03,linear_chain,heterogeneous:mix_03,chemtrails_gates_2018_2021,complete,7,3,3,1.625,3,false,,,false,,0.0641,2.3333,He_mix_03_2026-09-18_04-15-31,gpt-4o-mini
He,He_mix_03,linear_chain,heterogeneous:mix_03,sai_geoengineering,complete,6,3,3,0.875,3,false,,,false,,0.2286,2,He_mix_03_2026-09-18_04-15-31,gpt-4o-mini
He,He_mix_03,linear_chain,heterogeneous:mix_03,spice_uk_cancelled,complete,8,3,3,2.125,3,false,,,false,,0.2279,3,He_mix_03_2026-09-18_04-15-31,gpt-4o-mini
He,He_mix_03,linear_chain,heterogeneous:mix_03,paris_agreement,complete,8,3,3,2.125,3,false,,,false,,0.1985,3,He_mix_03_2026-09-18_04-15-31,gpt-4o-mini
He,He_mix_03,linear_chain,heterogeneous:mix_03,climate_consensus,complete,6,5,5,1.75,5,true,,1,true,0,0.2857,2,He_mix_03_2026-09-18_04-15-31,gpt-4o-mini
He,He_mix_03,linear_chain,heterogeneous:mix_03,glaciers_retreat,complete,8,4,4,3.625,4,true,2,2,false,1,0.0905,3,He_mix_03_2026-09-18_04-15-31,gpt-4o-mini
He,He_mix_03,linear_chain,heterogeneous:mix_03,polar_bears,complete,3,2,2,0.25,2,false,,,false,,0.5,1,He_mix_03_2026-09-18_04-15-31,gpt-4o-mini
He,He_mix_03,linear_chain,heterogeneous:mix_03,co2_fertilization,complete,8,1,1,1,1,false,,,false,,0,3,He_mix_03_2026-09-18_04-15-31,gpt-4o-mini
He,He_mix_03,linear_chain,heterogeneous:mix_03,sea_level_rise,complete,8,2,2,2,2,false,,,false,,0,3,He_mix_03_2026-09-18_04-15-31,gpt-4o-mini
He,He_mix_03,linear_chain,heterogeneous:mix_03,net_zero,complete,4,3,3,0.5,3,false,,,false,,0.5,1.3333,He_mix_03_2026-09-18_04-15-31,gpt-4o-mini
He,He_mix_03,linear_chain,heterogeneous:mix_03,attribution_extremes,complete,8,0,0,0,0,false,,,false,,0,3,He_mix_03_2026-09-18_04-15-31,gpt-4o-mini
He,He_mix_00,linear_chain,heterogeneous:mix_00,scopex_2017,complete,2,5,5,0.625,5,true,1,1,false,0,0,0,He_mix_00_2026-09-18_04-12-14,gpt-4o-mini
He,He_mix_00,linear_chain,heterogeneous:mix_00,chemtrails_gates_2018_2021,complete,6,5,5,2.5,5,true,,1,true,0,0.14,2,He_mix_00_2026-09-18_04-12-14,gpt-4o-mini
He,He_mix_00,linear_chain,heterogeneous:mix_00,sai_geoengineering,complete,2,1,1,0.125,1,false,,,false,,0,0,He_mix_00_2026-09-18_04-12-14,gpt-4o-mini
He,He_mix_00,linear_chain,heterogeneous:mix_00,spice_uk_cancelled,complete,8,2,2,1,2,false,,,false,,0.375,3,He_mix_00_2026-09-18_04-12-14,gpt-4o-mini
He,He_mix_00,linear_chain,heterogeneous:mix_00,paris_agreement,complete,8,5,5,3.75,5,true,,1,true,0,0.1048,2.6667,He_mix_00_2026-09-18_04-12-14,gpt-4o-mini
He,He_mix_00,linear_chain,heterogeneous:mix_00,climate_consensus,complete,5,5,5,2.5,5,true,1,1,false,0,0,1.6667,He_mix_00_2026-09-18_04-12-14,gpt-4o-mini
He,He_mix_00,linear_chain,heterogeneous:mix_00,glaciers_retreat,complete,8,3,3,2.125,3,false,,,false,,0.0515,3,He_mix_00_2026-09-18_04-12-14,gpt-4o-mini
He,He_mix_00,linear_chain,heterogeneous:mix_00,polar_bears,complete,8,2,2,0.625,2,false,,,false,,0.675,3,He_mix_00_2026-09-18_04-12-14,gpt-4o-mini
He,He_mix_00,linear_chain,heterogeneous:mix_00,co2_fertilization,complete,8,4,4,2.125,4,true,,4,true,3,0.1544,3,He_mix_00_2026-09-18_04-12-14,gpt-4o-mini
He,He_mix_00,linear_chain,heterogeneous:mix_00,sea_level_rise,complete,8,4,4,3,4,true,,4,true,3,0.1979,3,He_mix_00_2026-09-18_04-12-14,gpt-4o-mini
He,He_mix_00,linear_chain,heterogeneous:mix_00,net_zero,complete,8,5,5,2.5,5,true,,4,true,3,0.2875,3,He_mix_00_2026-09-18_04-12-14,gpt-4o-mini
He,He_mix_00,linear_chain,heterogeneous:mix_00,attribution_extremes,complete,8,5,5,2.125,5,true,7,7,false,6,0.4926,3,He_mix_00_2026-09-18_04-12-14,gpt-4o-mini
He,He_mix_01,linear_chain,heterogeneous:mix_01,scopex_2017,complete,8,5,5,3.375,5,true,,3,true,2,0.1713,3,He_mix_01_2026-09-18_04-12-14,gpt-4o-mini
He,He_mix_01,linear_chain,heterogeneous:mix_01,chemtrails_gates_2018_2021,complete,6,5,5,2.25,5,true,,2,true,1,0.1778,2,He_mix_01_2026-09-18_04-12-14,gpt-4o-mini
He,He_mix_01,linear_chain,heterogeneous:mix_01,sai_geoengineering,complete,3,1,1,0.25,1,false,,,false,,0,1,He_mix_01_2026-09-18_04-12-14,gpt-4o-mini
He,He_mix_01,linear_chain,heterogeneous:mix_01,spice_uk_cancelled,complete,8,1,1,0.125,1,false,,,false,,0.875,3,He_mix_01_2026-09-18_04-12-14,gpt-4o-mini
He,He_mix_01,linear_chain,heterogeneous:mix_01,paris_agreement,complete,8,5,5,3.25,5,true,,1,true,0,0.2019,3,He_mix_01_2026-09-18_04-12-14,gpt-4o-mini
He,He_mix_01,linear_chain,heterogeneous:mix_01,climate_consensus,complete,8,5,5,3.875,5,true,,1,true,0,0.1573,3,He_mix_01_2026-09-18_04-12-14,gpt-4o-mini
He,He_mix_01,linear_chain,heterogeneous:mix_01,glaciers_retreat,complete,5,3,3,1,3,false,,,false,,0.1875,1.6667,He_mix_01_2026-09-18_04-12-14,gpt-4o-mini
He,He_mix_01,linear_chain,heterogeneous:mix_01,polar_bears,complete,5,2,2,0.75,2,false,,,false,,0.25,1.6667,He_mix_01_2026-09-18_04-12-14,gpt-4o-mini
He,He_mix_01,linear_chain,heterogeneous:mix_01,co2_fertilization,complete,2,1,1,0.125,1,false,,,false,,0,0,He_mix_01_2026-09-18_04-12-14,gpt-4o-mini
He,He_mix_01,linear_chain,heterogeneous:mix_01,sea_level_rise,complete,8,2,2,1.625,2,false,,,false,,0.0659,2.6667,He_mix_01_2026-09-18_04-12-14,gpt-4o-mini
He,He_mix_01,linear_chain,heterogeneous:mix_01,net_zero,complete,8,5,5,3.625,5,true,,2,true,1,0.1681,3,He_mix_01_2026-09-18_04-12-14,gpt-4o-mini
He,He_mix_01,linear_chain,heterogeneous:mix_01,attribution_extremes,complete,8,5,5,1.625,5,true,,6,true,5,0.4904,3,He_mix_01_2026-09-18_04-12-14,gpt-4o-mini
