experiment,experimentName,topology,bpMix,articleId,status,totalEvents,maxEventMI,maxNetworkMeanMI,meanNodeMPR,maxNodeMPR,propagandaOccurred,kStar_network,firstMeanMiOver3,networkRecoveredAfterPropaganda,kStar_hop,giniCoefficient,structuralVirality,runDir,model
H,H_climate_scientist,linear_chain,homogeneous:climate_scientist,polar_bears,complete,8,2,2,1.5,2,false,,,false,,0.1667,3,H_climate_scientist_2026-09-18_04-06-57,gpt-4o-mini
H,H_climate_scientist,linear_chain,homogeneous:climate_scientist,co2_fertilization,complete,5,1,1,0.5,1,false,,,false,,0,1.6667,H_climate_scientist_2026-09-18_04-06-57,gpt-4o-mini
H,H_climate_scientist,linear_chain,homogeneous:climate_scientist,sea_level_rise,complete,2,1,1,0.125,1,false,,,false,,0,0,H_climate_scientist_2026-09-18_04-06-57,gpt-4o-mini
H,H_climate_scientist,linear_chain,homogeneous:climate_scientist,net_zero,complete,8,0,0,0,0,false,,,false,,0,3,H_climate_scientist_2026-09-18_04-06-57,gpt-4o-mini
H,H_climate_scientist,linear_chain,homogeneous:climate_scientist,attribution_extremes,complete,1,0,0,0,0,false,,,false,,0,0,H_climate_scientist_2026-09-18_04-06-57,gpt-4o-mini
H,H_biodiversity_food_security,linear_chain,homogeneous:biodiversity_food_security,scopex_2017,complete,8,2,2,0.75,2,false,,,false,,0.5238,2.6667,H_biodiversity_food_security_2026-09-18_04-04-47,gpt-4o-mini
H,H_biodiversity_food_security,linear_chain,homogeneous:biodiversity_food_security,chemtrails_gates_2018_2021,complete,8,2,2,2,2,false,,,false,,0,3,H_biodiversity_food_security_2026-09-18_04-04-47,gpt-4o-mini
H,H_biodiversity_food_security,linear_chain,homogeneous:biodiversity_food_security,sai_geoengineering,complete,7,2,2,0.5,2,false,,,false,,0.5833,2.3333,H_biodiversity_food_security_2026-09-18_04-04-47,gpt-4o-mini
H,H_biodiversity_food_security,linear_chain,homogeneous:biodiversity_food_security,spice_uk_cancelled,complete,8,1,1,0.25,1,false,,,false,,0.75,3,H_biodiversity_food_security_2026-09-18_04-04-47,gpt-4o-mini
H,H_biodiversity_food_security,linear_chain,homogeneous:biodiversity_food_security,paris_agreement,complete,8,1,1,0.25,1,false,,,false,,0.75,3,H_biodiversity_food_security_2026-09-18_04-04-47,gpt-4o-mini
H,H_biodiversity_food_security,linear_chain,homogeneous:biodiversity_food_security,climate_consensus,complete,8,2,2,2,2,false,,,false,,0,3,H_biodiversity_food_security_2026-09-18_04-04-47,gpt-4o-mini
H,H_biodiversity_food_security,linear_chain,homogeneous:biodiversity_food_security,glaciers_retreat,complete,8,2,2,1.375,2,false,,,false,,0.2614,3,H_biodiversity_food_security_2026-09-18_04-04-47,gpt-4o-mini
H,H_biodiversity_food_security,linear_chain,homogeneous:biodiversity_food_security,polar_bears,complete,3,2,2,0.25,2,false,,,false,,0.5,1,H_biodiversity_food_security_2026-09-18_04-04-47,gpt-4o-mini
H,H_biodiversity_food_security,linear_chain,homogeneous:biodiversity_food_security,co2_fertilization,complete,8,2,2,1.125,2,false,,,false,,0.0972,3,H_biodiversity_food_security_2026-09-18_04-04-47,gpt-4o-mini
H,H_biodiversity_food_security,linear_chain,homogeneous:biodiversity_food_security,sea_level_rise,complete,3,2,2,0.375,2,false,,,false,,0.1667,1,H_biodiversity_food_security_2026-09-18_04-04-47,gpt-4o-mini
H,H_biodiversity_food_security,linear_chain,homogeneous:biodiversity_food_security,net_zero,complete,8,2,2,0.375,2,false,,,false,,0.7619,2.6667,H_biodiversity_food_security_2026-09-18_04-04-47,gpt-4o-mini
H,H_biodiversity_food_security,linear_chain,homogeneous:biodiversity_food_security,attribution_extremes,complete,8,0,0,0,0,false,,,false,,0,3,H_biodiversity_food_security_2026-09-18_04-04-47,gpt-4o-mini
H,H_ozone_stratosphere_specialist,linear_chain,homogeneous:ozone_stratosphere_specialist,scopex_2017,complete,2,0,0,0,0,false,,,false,,0,0,H_ozone_stratosphere_specialist_2026-09-18_04-03-41,gpt-4o-mini
H,H_ozone_stratosphere_specialist,linear_chain,homogeneous:ozone_stratosphere_specialist,chemtrails_gates_2018_2021,complete,4,2,2,0.75,2,false,,,false,,0,1.3333,H_ozone_stratosphere_specialist_2026-09-18_04-03-41,gpt-4o-mini
H,H_ozone_stratosphere_specialist,linear_chain,homogeneous:ozone_stratosphere_specialist,sai_geoengineering,complete,3,2,2,0.375,2,false,,,false,,0.1667,1,H_ozone_stratosphere_specialist_2026-09-18_04-03-41,gpt-4o-mini
H,H_ozone_stratosphere_specialist,linear_chain,homogeneous:ozone_stratosphere_specialist,spice_uk_cancelled,complete,8,0,0,0,0,false,,,false,,0,3,H_ozone_stratosphere_specialist_2026-09-18_04-03-41,gpt-4o-mini
H,H_ozone_stratosphere_specialist,linear_chain,homogeneous:ozone_stratosphere_specialist,paris_agreement,complete,8,2,2,0.375,2,false,,,false,,0.7917,3,H_ozone_stratosphere_specialist_2026-09-18_04-03-41,gpt-4o-mini
H,H_ozone_stratosphere_specialist,linear_chain,homogeneous:ozone_stratosphere_specialist,climate_consensus,complete,8,1,1,0.625,1,false,,,false,,0.375,3,H_ozone_stratosphere_specialist_2026-09-18_04-03-41,gpt-4o-mini
H,H_ozone_stratosphere_specialist,linear_chain,homogeneous:ozone_stratosphere_specialist,glaciers_retreat,complete,5,0,0,0,0,false,,,false,,0,1.6667,H_ozone_stratosphere_specialist_2026-09-18_04-03-41,gpt-4o-mini
H,H_ozone_stratosphere_specialist,linear_chain,homogeneous:ozone_stratosphere_specialist,polar_bears,complete,8,2,2,1.25,2,false,,,false,,0.35,3,H_ozone_stratosphere_specialist_2026-09-18_04-03-41,gpt-4o-mini
H,H_ozone_stratosphere_specialist,linear_chain,homogeneous:ozone_stratosphere_specialist,co2_fertilization,complete,8,1,1,0.875,1,false,,,false,,0,2.6667,H_ozone_stratosphere_specialist_2026-09-18_04-03-41,gpt-4o-mini
H,H_ozone_stratosphere_specialist,linear_chain,homogeneous:ozone_stratosphere_specialist,sea_level_rise,complete,8,2,2,1.25,2,false,,,false,,0.15,3,H_ozone_stratosphere_specialist_2026-09-18_04-03-41,gpt-4o-mini
H,H_ozone_stratosphere_specialist,linear_chain,homogeneous:ozone_stratosphere_specialist,net_zero,complete,8,3,3,1.625,3,false,,,false,,0.3365,3,H_ozone_stratosphere_specialist_2026-09-18_04-03-41,gpt-4o-mini
H,H_ozone_stratosphere_specialist,linear_chain,homogeneous:ozone_stratosphere_specialist,attribution_extremes,complete,4,0,0,0,0,false,,,false,,0,1.3333,H_ozone_stratosphere_specialist_2026-09-18_04-03-41,gpt-4o-mini
H,H_environmental_concern,linear_chain,homogeneous:environmental_concern,scopex_2017,complete,8,0,0,0,0,false,,,false,,0,3,H_environmental_concern_2026-09-18_04-01-30,gpt-4o-mini
H,H_environmental_concern,linear_chain,homogeneous:environmental_concern,chemtrails_gates_2018_2021,complete,1,0,0,0,0,false,,,false,,0,0,H_environmental_concern_2026-09-18_04-01-30,gpt-4o-mini
H,H_environmental_concern,linear_chain,homogeneous:environmental_concern,sai_geoengineering,complete,8,2,2,0.875,2,false,,,false,,0.4821,3,H_environmental_concern_2026-09-18_04-01-30,gpt-4o-mini
H,H_environmental_concern,linear_chain,homogeneous:environmental_concern,spice_uk_cancelled,complete,2,0,0,0,0,false,,,false,,0,0,H_environmental_concern_2026-09-18_04-01-30,gpt-4o-mini
H,H_environmental_concern,linear_chain,homogeneous:environmental_concern,paris_agreement,complete,4,2,2,0.5,2,false,,,false,,0.3333,1.3333,H_environmental_concern_2026-09-18_04-01-30,gpt-4o-mini
H,H_environmental_concern,linear_chain,homogeneous:environmental_concern,climate_consensus,complete,8,2,2,1.5,2,false,,,false,,0.25,3,H_environmental_concern_2026-09-18_04-01-30,gpt-4o-mini
H,H_environmental_concern,linear_chain,homogeneous:environmental_concern,glaciers_retreat,complete,8,1,1,0.375,1,false,,,false,,0.625,3,H_environmental_concern_2026-09-18_04-01-30,gpt-4o-mini
H,H_environmental_concern,linear_chain,homogeneous:environmental_concern,polar_bears,complete,8,2,2,0.875,2,false,,,false,,0.5536,3,H_environmental_concern_2026-09-18_04-01-30,gpt-4o-mini
H,H_environmental_concern,linear_chain,homogeneous:environmental_concern,co2_fertilization,complete,7,1,1,0.75,1,false,,,false,,0,2.3333,H_environmental_concern_2026-09-18_04-01-30,gpt-4o-mini
H,H_environmental_concern,linear_chain,homogeneous:environmental_concern,sea_level_rise,complete,2,2,2,0.25,2,false,,,false,,0,0,H_environmental_concern_2026-09-18_04-01-30,gpt-4o-mini
H,H_environmental_concern,linear_chain,homogeneous:environmental_concern,net_zero,complete,8,2,2,0.625,2,false,,,false,,0.575,3,H_environmental_concern_2026-09-18_04-01-30,gpt-4o-mini
H,H_environmental_concern,linear_chain,homogeneous:environmental_concern,attribution_extremes,complete,8,1,1,0.125,1,false,,,false,,0.875,3,H_environmental_concern_2026-09-18_04-01-30,gpt-4o-mini
H,H_mitigation_first_policy,linear_chain,homogeneous:mitigation_first_policy,scopex_2017,complete,8,1,1,0.75,1,false,,,false,,0.25,3,H_mitigation_first_policy_2026-09-18_04-00-33,gpt-4o-mini
H,H_mitigation_first_policy,linear_chain,homogeneous:mitigation_first_policy,chemtrails_gates_2018_2021,complete,8,1,1,0.875,1,false,,,false,,0.125,3,H_mitigation_first_policy_2026-09-18_04-00-33,gpt-4o-mini
H,H_mitigation_first_policy,linear_chain,homogeneous:mitigation_first_policy,sai_geoengineering,complete,7,2,2,1,2,false,,,false,,0.1667,2.3333,H_mitigation_first_policy_2026-09-18_04-00-33,gpt-4o-mini
H,H_mitigation_first_policy,linear_chain,homogeneous:mitigation_first_policy,spice_uk_cancelled,complete,8,0,0,0,0,false,,,false,,0,3,H_mitigation_first_policy_2026-09-18_04-00-33,gpt-4o-mini
H,H_mitigation_first_policy,linear_chain,homogeneous:mitigation_first_policy,paris_agreement,complete,7,2,2,0.625,2,false,,,false,,0.5667,2.3333,H_mitigation_first_policy_2026-09-18_04-00-33,gpt-4o-mini
H,H_mitigation_first_policy,linear_chain,homogeneous:mitigation_first_policy,climate_consensus,complete,4,1,1,0.25,1,false,,,false,,0.3333,1.3333,H_mitigation_first_policy_2026-09-18_04-00-33,gpt-4o-mini
H,H_mitigation_first_policy,linear_chain,homogeneous:mitigation_first_policy,glaciers_retreat,complete,1,0,0,0,0,false,,,false,,0,0,H_mitigation_first_policy_2026-09-18_04-00-33,gpt-4o-mini
H,H_mitigation_first_policy,linear_chain,homogeneous:mitigation_first_policy,polar_bears,complete,8,2,2,1,2,false,,,false,,0.375,3,H_mitigation_first_policy_2026-09-18_04-00-33,gpt-4o-mini
H,H_mitigation_first_policy,linear_chain,homogeneous:mitigation_first_policy,co2_fertilization,complete,8,1,1,0.75,1,false,,,false,,0.25,3,H_mitigation_first_policy_2026-09-18_04-00-33,gpt-4o-mini
H,H_mitigation_first_policy,linear_chain,homogeneous:mitigation_first_policy,sea_level_rise,complete,8,2,2,1.625,2,false,,,false,,0.1442,3,H_mitigation_first_policy_2026-09-18_04-00-33,gpt-4o-mini
H,H_mitigation_first_policy,linear_chain,homogeneous:mitigation_first_policy,net_zero,complete,1,0,0,0,0,false,,,false,,0,0,H_mitigation_first_policy_2026-09-18_04-00-33,gpt-4o-mini
H,H_mitigation_first_policy,linear_chain,homogeneous:mitigation_first_policy,attribution_extremes,complete,2,0,0,0,0,false,,,false,,0,0,H_mitigation_first_policy_2026-09-18_04-00-33,gpt-4o-mini
H,H_climate_justice_youth,linear_chain,homogeneous:climate_justice_youth,scopex_2017,complete,8,3,3,2,3,false,,,false,,0.1094,3,H_climate_justice_youth_2026-09-18_03-57-54,gpt-4o-mini
H,H_climate_justice_youth,linear_chain,homogeneous:climate_justice_youth,chemtrails_gates_2018_2021,complete,4,2,2,0.75,2,false,,,false,,0,1.3333,H_climate_justice_youth_2026-09-18_03-57-54,gpt-4o-mini
H,H_climate_justice_youth,linear_chain,homogeneous:climate_justice_youth,sai_geoengineering,complete,6,3,3,1.375,3,false,,,false,,0.1818,2,H_climate_justice_youth_2026-09-18_03-57-54,gpt-4o-mini
H,H_climate_justice_youth,linear_chain,homogeneous:climate_justice_youth,spice_uk_cancelled,complete,8,3,3,2.125,3,false,,,false,,0.2574,3,H_climate_justice_youth_2026-09-18_03-57-54,gpt-4o-mini
H,H_climate_justice_youth,linear_chain,homogeneous:climate_justice_youth,paris_agreement,complete,8,1,1,0.125,1,false,,,false,,0.875,3,H_climate_justice_youth_2026-09-18_03-57-54,gpt-4o-mini
H,H_climate_justice_youth,linear_chain,homogeneous:climate_justice_youth,climate_consensus,complete,8,3,3,1.875,3,false,,,false,,0.325,3,H_climate_justice_youth_2026-09-18_03-57-54,gpt-4o-mini
H,H_climate_justice_youth,linear_chain,homogeneous:climate_justice_youth,glaciers_retreat,complete,8,1,1,1,1,false,,,false,,0,3,H_climate_justice_youth_2026-09-18_03-57-54,gpt-4o-mini
H,H_climate_justice_youth,linear_chain,homogeneous:climate_justice_youth,polar_bears,complete,3,2,2,0.375,2,false,,,false,,0.1667,1,H_climate_justice_youth_2026-09-18_03-57-54,gpt-4o-mini
H,H_climate_justice_youth,linear_chain,homogeneous:climate_justice_youth,co2_fertilization,complete,6,2,2,0.75,2,false,,,false,,0.1333,2,H_climate_justice_youth_2026-09-18_03-57-54,gpt-4o-mini
H,H_climate_justice_youth,linear_chain,homogeneous:climate_justice_youth,sea_level_rise,complete,8,2,2,1.75,2,false,,,false,,0.1071,3,H_climate_justice_youth_2026-09-18_03-57-54,gpt-4o-mini
H,H_climate_justice_youth,linear_chain,homogeneous:climate_justice_youth,net_zero,complete,8,0,0,0,0,false,,,false,,0,3,H_climate_justice_youth_2026-09-18_03-57-54,gpt-4o-mini
H,H_climate_justice_youth,linear_chain,homogeneous:climate_justice_youth,attribution_extremes,complete,8,0,0,0,0,false,,,false,,0,3,H_climate_justice_youth_2026-09-18_03-57-54,gpt-4o-mini
H,H_climate_action_advocate,linear_chain,homogeneous:climate_action_advocate,scopex_2017,complete,8,2,2,1.25,2,false,,,false,,0.15,3,H_climate_action_advocate_2026-09-18_03-57-31,gpt-4o-mini
H,H_climate_action_advocate,linear_chain,homogeneous:climate_action_advocate,chemtrails_gates_2018_2021,complete,8,3,3,1.875,3,false,,,false,,0.1583,3,H_climate_action_advocate_2026-09-18_03-57-31,gpt-4o-mini
H,H_climate_action_advocate,linear_chain,homogeneous:climate_action_advocate,sai_geoengineering,complete,8,2,2,1,2,false,,,false,,0.375,3,H_climate_action_advocate_2026-09-18_03-57-31,gpt-4o-mini
H,H_climate_action_advocate,linear_chain,homogeneous:climate_action_advocate,spice_uk_cancelled,complete,8,2,2,1.125,2,false,,,false,,0.2639,3,H_climate_action_advocate_2026-09-18_03-57-31,gpt-4o-mini
H,H_climate_action_advocate,linear_chain,homogeneous:climate_action_advocate,paris_agreement,complete,4,1,1,0.25,1,false,,,false,,0.3333,1.3333,H_climate_action_advocate_2026-09-18_03-57-31,gpt-4o-mini
H,H_climate_action_advocate,linear_chain,homogeneous:climate_action_advocate,climate_consensus,complete,5,2,2,0.75,2,false,,,false,,0.25,1.6667,H_climate_action_advocate_2026-09-18_03-57-31,gpt-4o-mini
H,H_climate_action_advocate,linear_chain,homogeneous:climate_action_advocate,glaciers_retreat,complete,8,1,1,0.25,1,false,,,false,,0.75,3,H_climate_action_advocate_2026-09-18_03-57-31,gpt-4o-mini
H,H_climate_action_advocate,linear_chain,homogeneous:climate_action_advocate,polar_bears,complete,3,2,2,0.375,2,false,,,false,,0.1667,1,H_climate_action_advocate_2026-09-18_03-57-31,gpt-4o-mini
H,H_climate_action_advocate,linear_chain,homogeneous:climate_action_advocate,co2_fertilization,complete,8,1,1,0.875,1,false,,,false,,0.125,3,H_climate_action_advocate_2026-09-18_03-57-31,gpt-4o-mini
H,H_climate_action_advocate,linear_chain,homogeneous:climate_action_advocate,sea_level_rise,complete,4,1,1,0.375,1,false,,,false,,0,1.3333,H_climate_action_advocate_2026-09-18_03-57-31,gpt-4o-mini
H,H_climate_action_advocate,linear_chain,homogeneous:climate_action_advocate,net_zero,complete,4,2,2,0.375,2,false,,,false,,0.4444,1.3333,H_climate_action_advocate_2026-09-18_03-57-31,gpt-4o-mini
H,H_climate_action_advocate,linear_chain,homogeneous:climate_action_advocate,attribution_extremes,complete,8,0,0,0,0,false,,,false,,0,3,H_climate_action_advocate_2026-09-18_03-57-31,gpt-4o-mini
H,H_conspiracy_depopulation,linear_chain,homogeneous:conspiracy_depopulation,scopex_2017,complete,5,4,4,1.25,4,true,,3,true,2,0.25,1.6667,H_conspiracy_depopulation_2026-09-18_03-54-28,gpt-4o-mini
H,H_conspiracy_depopulation,linear_chain,homogeneous:conspiracy_depopulation,chemtrails_gates_2018_2021,complete,8,5,5,4.625,5,true,,1,true,0,0.0642,3,H_conspiracy_depopulation_2026-09-18_03-54-28,gpt-4o-mini
H,H_conspiracy_depopulation,linear_chain,homogeneous:conspiracy_depopulation,sai_geoengineering,complete,8,3,3,1.5,3,false,,,false,,0.4286,2.6667,H_conspiracy_depopulation_2026-09-18_03-54-28,gpt-4o-mini
H,H_conspiracy_depopulation,linear_chain,homogeneous:conspiracy_depopulation,spice_uk_cancelled,complete,8,2,2,1.5,2,false,,,false,,0.1429,2.6667,H_conspiracy_depopulation_2026-09-18_03-54-28,gpt-4o-mini
H,H_conspiracy_depopulation,linear_chain,homogeneous:conspiracy_depopulation,paris_agreement,complete,8,5,5,4.375,5,true,2,2,false,1,0.1179,3,H_conspiracy_depopulation_2026-09-18_03-54-28,gpt-4o-mini
H,H_conspiracy_depopulation,linear_chain,homogeneous:conspiracy_depopulation,climate_consensus,complete,8,5,5,5,5,true,1,1,false,0,0,3,H_conspiracy_depopulation_2026-09-18_03-54-28,gpt-4o-mini
H,H_conspiracy_depopulation,linear_chain,homogeneous:conspiracy_depopulation,glaciers_retreat,complete,8,5,5,2.75,5,true,,4,true,3,0.3117,2.6667,H_conspiracy_depopulation_2026-09-18_03-54-28,gpt-4o-mini
H,H_conspiracy_depopulation,linear_chain,homogeneous:conspiracy_depopulation,polar_bears,complete,8,2,2,0.875,2,false,,,false,,0.5536,3,H_conspiracy_depopulation_2026-09-18_03-54-28,gpt-4o-mini
H,H_conspiracy_depopulation,linear_chain,homogeneous:conspiracy_depopulation,co2_fertilization,complete,8,2,2,1.375,2,false,,,false,,0.1705,3,H_conspiracy_depopulation_2026-09-18_03-54-28,gpt-4o-mini
H,H_conspiracy_depopulation,linear_chain,homogeneous:conspiracy_depopulation,sea_level_rise,complete,2,2,2,0.25,2,false,,,false,,0,0,H_conspiracy_depopulation_2026-09-18_03-54-28,gpt-4o-mini
H,H_conspiracy_depopulation,linear_chain,homogeneous:conspiracy_depopulation,net_zero,complete,8,5,5,3.5,5,true,,2,true,1,0.2321,3,H_conspiracy_depopulation_2026-09-18_03-54-28,gpt-4o-mini
H,H_conspiracy_depopulation,linear_chain,homogeneous:conspiracy_depopulation,attribution_extremes,complete,8,5,5,3.625,5,true,6,6,false,5,0.1595,3,H_conspiracy_depopulation_2026-09-18_03-54-28,gpt-4o-mini
H,H_conspiracy_climate_piggyback,linear_chain,homogeneous:conspiracy_climate_piggyback,scopex_2017,complete,7,5,5,2.25,5,true,,2,true,1,0.2963,2.3333,H_conspiracy_climate_piggyback_2026-09-18_03-54-35,gpt-4o-mini
H,H_conspiracy_climate_piggyback,linear_chain,homogeneous:conspiracy_climate_piggyback,chemtrails_gates_2018_2021,complete,8,5,5,4.25,5,true,,1,true,0,0.0809,3,H_conspiracy_climate_piggyback_2026-09-18_03-54-35,gpt-4o-mini
H,H_conspiracy_climate_piggyback,linear_chain,homogeneous:conspiracy_climate_piggyback,sai_geoengineering,complete,3,0,0,0,0,false,,,false,,0,1,H_conspiracy_climate_piggyback_2026-09-18_03-54-35,gpt-4o-mini
H,H_conspiracy_climate_piggyback,linear_chain,homogeneous:conspiracy_climate_piggyback,spice_uk_cancelled,complete,8,4,4,2.875,4,true,,6,true,5,0.1033,3,H_conspiracy_climate_piggyback_2026-09-18_03-54-35,gpt-4o-mini
H,H_conspiracy_climate_piggyback,linear_chain,homogeneous:conspiracy_climate_piggyback,paris_agreement,complete,4,3,3,0.75,3,false,,,false,,0.2222,1.3333,H_conspiracy_climate_piggyback_2026-09-18_03-54-35,gpt-4o-mini
H,H_conspiracy_climate_piggyback,linear_chain,homogeneous:conspiracy_climate_piggyback,climate_consensus,complete,8,5,5,5,5,true,1,1,false,0,0,3,H_conspiracy_climate_piggyback_2026-09-18_03-54-35,gpt-4o-mini
H,H_conspiracy_climate_piggyback,linear_chain,homogeneous:conspiracy_climate_piggyback,glaciers_retreat,complete,3,2,2,0.5,2,false,,,false,,0,1,H_conspiracy_climate_piggyback_2026-09-18_03-54-35,gpt-4o-mini
H,H_conspiracy_climate_piggyback,linear_chain,homogeneous:conspiracy_climate_piggyback,polar_bears,complete,2,1,1,0.125,1,false,,,false,,0,0,H_conspiracy_climate_piggyback_2026-09-18_03-54-35,gpt-4o-mini
H,H_conspiracy_climate_piggyback,linear_chain,homogeneous:conspiracy_climate_piggyback,co2_fertilization,complete,6,2,2,1,2,false,,,false,,0.15,2,H_conspiracy_climate_piggyback_2026-09-18_03-54-35,gpt-4o-mini
H,H_conspiracy_climate_piggyback,linear_chain,homogeneous:conspiracy_climate_piggyback,sea_level_rise,complete,8,3,3,3,3,false,,,false,,0,3,H_conspiracy_climate_piggyback_2026-09-18_03-54-35,gpt-4o-mini
H,H_conspiracy_climate_piggyback,linear_chain,homogeneous:conspiracy_climate_piggyback,net_zero,complete,8,4,4,3,4,true,,6,true,5,0.125,3,H_conspiracy_climate_piggyback_2026-09-18_03-54-35,gpt-4o-mini
H,H_conspiracy_climate_piggyback,linear_chain,homogeneous:conspiracy_climate_piggyback,attribution_extremes,complete,5,0,0,0,0,false,,,false,,0,1.6667,H_conspiracy_climate_piggyback_2026-09-18_03-54-35,gpt-4o-mini
H,H_conspiracy_haarp_weather,linear_chain,homogeneous:conspiracy_haarp_weather,scopex_2017,complete,8,5,5,3.375,5,true,,5,true,4,0.1898,3,H_conspiracy_haarp_weather_2026-09-18_03-50-56,gpt-4o-mini
H,H_conspiracy_haarp_weather,linear_chain,homogeneous:conspiracy_haarp_weather,chemtrails_gates_2018_2021,complete,8,5,5,4.625,5,true,1,1,false,0,0.0507,3,H_conspiracy_haarp_weather_2026-09-18_03-50-56,gpt-4o-mini
H,H_conspiracy_haarp_weather,linear_chain,homogeneous:conspiracy_haarp_weather,sai_geoengineering,complete,8,1,1,0.625,1,false,,,false,,0.375,3,H_conspiracy_haarp_weather_2026-09-18_03-50-56,gpt-4o-mini
H,H_conspiracy_haarp_weather,linear_chain,homogeneous:conspiracy_haarp_weather,spice_uk_cancelled,complete,8,4,4,2.625,4,true,,7,true,6,0.1726,3,H_conspiracy_haarp_weather_2026-09-18_03-50-56,gpt-4o-mini
H,H_conspiracy_haarp_weather,linear_chain,homogeneous:conspiracy_haarp_weather,paris_agreement,complete,3,5,5,1.25,5,true,1,1,false,0,0,1,H_conspiracy_haarp_weather_2026-09-18_03-50-56,gpt-4o-mini
H,H_conspiracy_haarp_weather,linear_chain,homogeneous:conspiracy_haarp_weather,climate_consensus,complete,8,5,5,5,5,true,1,1,false,0,0,3,H_conspiracy_haarp_weather_2026-09-18_03-50-56,gpt-4o-mini
H,H_conspiracy_haarp_weather,linear_chain,homogeneous:conspiracy_haarp_weather,glaciers_retreat,complete,2,2,2,0.25,2,false,,,false,,0,0,H_conspiracy_haarp_weather_2026-09-18_03-50-56,gpt-4o-mini
H,H_conspiracy_haarp_weather,linear_chain,homogeneous:conspiracy_haarp_weather,polar_bears,complete,8,3,3,1.5,3,false,,,false,,0.3125,3,H_conspiracy_haarp_weather_2026-09-18_03-50-56,gpt-4o-mini
