slice,experimentName,config,topology,miScoringMode,persona_or_mix,articleId,status,dead_1event,reason
T2c_H,T2c_H_scale_free_climate_action_advocate,thesisExperiment/configs/phase2/T2c_H_scale_free_climate_action_advocate.json,scale_free,continuous,climate_action_advocate,polar_bears,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2c_H,T2c_H_scale_free_climate_justice_youth,thesisExperiment/configs/phase2/T2c_H_scale_free_climate_justice_youth.json,scale_free,continuous,climate_justice_youth,scopex_2017,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2c_H,T2c_H_scale_free_climate_justice_youth,thesisExperiment/configs/phase2/T2c_H_scale_free_climate_justice_youth.json,scale_free,continuous,climate_justice_youth,chemtrails_gates_2018_2021,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2c_H,T2c_H_scale_free_climate_justice_youth,thesisExperiment/configs/phase2/T2c_H_scale_free_climate_justice_youth.json,scale_free,continuous,climate_justice_youth,sai_geoengineering,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2c_H,T2c_H_scale_free_climate_justice_youth,thesisExperiment/configs/phase2/T2c_H_scale_free_climate_justice_youth.json,scale_free,continuous,climate_justice_youth,paris_agreement,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2c_H,T2c_H_scale_free_climate_justice_youth,thesisExperiment/configs/phase2/T2c_H_scale_free_climate_justice_youth.json,scale_free,continuous,climate_justice_youth,climate_consensus,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2c_H,T2c_H_scale_free_climate_justice_youth,thesisExperiment/configs/phase2/T2c_H_scale_free_climate_justice_youth.json,scale_free,continuous,climate_justice_youth,polar_bears,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2c_H,T2c_H_scale_free_climate_scientist,thesisExperiment/configs/phase2/T2c_H_scale_free_climate_scientist.json,scale_free,continuous,climate_scientist,scopex_2017,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2c_H,T2c_H_scale_free_climate_scientist,thesisExperiment/configs/phase2/T2c_H_scale_free_climate_scientist.json,scale_free,continuous,climate_scientist,chemtrails_gates_2018_2021,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2c_H,T2c_H_scale_free_climate_scientist,thesisExperiment/configs/phase2/T2c_H_scale_free_climate_scientist.json,scale_free,continuous,climate_scientist,sai_geoengineering,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2c_H,T2c_H_scale_free_climate_scientist,thesisExperiment/configs/phase2/T2c_H_scale_free_climate_scientist.json,scale_free,continuous,climate_scientist,paris_agreement,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2c_H,T2c_H_scale_free_climate_scientist,thesisExperiment/configs/phase2/T2c_H_scale_free_climate_scientist.json,scale_free,continuous,climate_scientist,climate_consensus,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2c_H,T2c_H_scale_free_climate_scientist,thesisExperiment/configs/phase2/T2c_H_scale_free_climate_scientist.json,scale_free,continuous,climate_scientist,polar_bears,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2c_H,T2c_H_scale_free_conspiracy_believer,thesisExperiment/configs/phase2/T2c_H_scale_free_conspiracy_believer.json,scale_free,continuous,conspiracy_believer,scopex_2017,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2c_H,T2c_H_scale_free_conspiracy_believer,thesisExperiment/configs/phase2/T2c_H_scale_free_conspiracy_believer.json,scale_free,continuous,conspiracy_believer,chemtrails_gates_2018_2021,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2c_H,T2c_H_scale_free_conspiracy_believer,thesisExperiment/configs/phase2/T2c_H_scale_free_conspiracy_believer.json,scale_free,continuous,conspiracy_believer,sai_geoengineering,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2c_H,T2c_H_scale_free_conspiracy_believer,thesisExperiment/configs/phase2/T2c_H_scale_free_conspiracy_believer.json,scale_free,continuous,conspiracy_believer,paris_agreement,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2c_H,T2c_H_scale_free_conspiracy_believer,thesisExperiment/configs/phase2/T2c_H_scale_free_conspiracy_believer.json,scale_free,continuous,conspiracy_believer,climate_consensus,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2c_H,T2c_H_scale_free_conspiracy_believer,thesisExperiment/configs/phase2/T2c_H_scale_free_conspiracy_believer.json,scale_free,continuous,conspiracy_believer,polar_bears,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2c_H,T2c_H_scale_free_conspiracy_climate_piggyback,thesisExperiment/configs/phase2/T2c_H_scale_free_conspiracy_climate_piggyback.json,scale_free,continuous,conspiracy_climate_piggyback,scopex_2017,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2c_H,T2c_H_scale_free_conspiracy_climate_piggyback,thesisExperiment/configs/phase2/T2c_H_scale_free_conspiracy_climate_piggyback.json,scale_free,continuous,conspiracy_climate_piggyback,chemtrails_gates_2018_2021,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2c_H,T2c_H_scale_free_conspiracy_climate_piggyback,thesisExperiment/configs/phase2/T2c_H_scale_free_conspiracy_climate_piggyback.json,scale_free,continuous,conspiracy_climate_piggyback,sai_geoengineering,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2c_H,T2c_H_scale_free_conspiracy_climate_piggyback,thesisExperiment/configs/phase2/T2c_H_scale_free_conspiracy_climate_piggyback.json,scale_free,continuous,conspiracy_climate_piggyback,paris_agreement,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2c_H,T2c_H_scale_free_conspiracy_climate_piggyback,thesisExperiment/configs/phase2/T2c_H_scale_free_conspiracy_climate_piggyback.json,scale_free,continuous,conspiracy_climate_piggyback,climate_consensus,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2c_H,T2c_H_scale_free_conspiracy_climate_piggyback,thesisExperiment/configs/phase2/T2c_H_scale_free_conspiracy_climate_piggyback.json,scale_free,continuous,conspiracy_climate_piggyback,polar_bears,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2c_H,T2c_H_scale_free_conspiracy_depopulation,thesisExperiment/configs/phase2/T2c_H_scale_free_conspiracy_depopulation.json,scale_free,continuous,conspiracy_depopulation,scopex_2017,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2c_H,T2c_H_scale_free_conspiracy_depopulation,thesisExperiment/configs/phase2/T2c_H_scale_free_conspiracy_depopulation.json,scale_free,continuous,conspiracy_depopulation,chemtrails_gates_2018_2021,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2c_H,T2c_H_scale_free_conspiracy_depopulation,thesisExperiment/configs/phase2/T2c_H_scale_free_conspiracy_depopulation.json,scale_free,continuous,conspiracy_depopulation,sai_geoengineering,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2c_H,T2c_H_scale_free_conspiracy_depopulation,thesisExperiment/configs/phase2/T2c_H_scale_free_conspiracy_depopulation.json,scale_free,continuous,conspiracy_depopulation,paris_agreement,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2c_H,T2c_H_scale_free_conspiracy_depopulation,thesisExperiment/configs/phase2/T2c_H_scale_free_conspiracy_depopulation.json,scale_free,continuous,conspiracy_depopulation,climate_consensus,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2c_H,T2c_H_scale_free_conspiracy_depopulation,thesisExperiment/configs/phase2/T2c_H_scale_free_conspiracy_depopulation.json,scale_free,continuous,conspiracy_depopulation,polar_bears,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2c_H,T2c_H_scale_free_conspiracy_haarp_weather,thesisExperiment/configs/phase2/T2c_H_scale_free_conspiracy_haarp_weather.json,scale_free,continuous,conspiracy_haarp_weather,scopex_2017,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2c_H,T2c_H_scale_free_conspiracy_haarp_weather,thesisExperiment/configs/phase2/T2c_H_scale_free_conspiracy_haarp_weather.json,scale_free,continuous,conspiracy_haarp_weather,chemtrails_gates_2018_2021,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2c_H,T2c_H_scale_free_conspiracy_haarp_weather,thesisExperiment/configs/phase2/T2c_H_scale_free_conspiracy_haarp_weather.json,scale_free,continuous,conspiracy_haarp_weather,sai_geoengineering,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2c_H,T2c_H_scale_free_conspiracy_haarp_weather,thesisExperiment/configs/phase2/T2c_H_scale_free_conspiracy_haarp_weather.json,scale_free,continuous,conspiracy_haarp_weather,paris_agreement,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2c_H,T2c_H_scale_free_conspiracy_haarp_weather,thesisExperiment/configs/phase2/T2c_H_scale_free_conspiracy_haarp_weather.json,scale_free,continuous,conspiracy_haarp_weather,climate_consensus,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2c_H,T2c_H_scale_free_conspiracy_haarp_weather,thesisExperiment/configs/phase2/T2c_H_scale_free_conspiracy_haarp_weather.json,scale_free,continuous,conspiracy_haarp_weather,polar_bears,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2c_H,T2c_H_scale_free_environmental_concern,thesisExperiment/configs/phase2/T2c_H_scale_free_environmental_concern.json,scale_free,continuous,environmental_concern,scopex_2017,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2c_H,T2c_H_scale_free_environmental_concern,thesisExperiment/configs/phase2/T2c_H_scale_free_environmental_concern.json,scale_free,continuous,environmental_concern,chemtrails_gates_2018_2021,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2c_H,T2c_H_scale_free_environmental_concern,thesisExperiment/configs/phase2/T2c_H_scale_free_environmental_concern.json,scale_free,continuous,environmental_concern,sai_geoengineering,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2c_H,T2c_H_scale_free_environmental_concern,thesisExperiment/configs/phase2/T2c_H_scale_free_environmental_concern.json,scale_free,continuous,environmental_concern,paris_agreement,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2c_H,T2c_H_scale_free_environmental_concern,thesisExperiment/configs/phase2/T2c_H_scale_free_environmental_concern.json,scale_free,continuous,environmental_concern,climate_consensus,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2c_H,T2c_H_scale_free_environmental_concern,thesisExperiment/configs/phase2/T2c_H_scale_free_environmental_concern.json,scale_free,continuous,environmental_concern,polar_bears,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2c_H,T2c_H_scale_free_mitigation_first_policy,thesisExperiment/configs/phase2/T2c_H_scale_free_mitigation_first_policy.json,scale_free,continuous,mitigation_first_policy,scopex_2017,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2c_H,T2c_H_scale_free_mitigation_first_policy,thesisExperiment/configs/phase2/T2c_H_scale_free_mitigation_first_policy.json,scale_free,continuous,mitigation_first_policy,chemtrails_gates_2018_2021,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2c_H,T2c_H_scale_free_mitigation_first_policy,thesisExperiment/configs/phase2/T2c_H_scale_free_mitigation_first_policy.json,scale_free,continuous,mitigation_first_policy,sai_geoengineering,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2c_H,T2c_H_scale_free_mitigation_first_policy,thesisExperiment/configs/phase2/T2c_H_scale_free_mitigation_first_policy.json,scale_free,continuous,mitigation_first_policy,paris_agreement,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2c_H,T2c_H_scale_free_mitigation_first_policy,thesisExperiment/configs/phase2/T2c_H_scale_free_mitigation_first_policy.json,scale_free,continuous,mitigation_first_policy,climate_consensus,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2c_H,T2c_H_scale_free_mitigation_first_policy,thesisExperiment/configs/phase2/T2c_H_scale_free_mitigation_first_policy.json,scale_free,continuous,mitigation_first_policy,polar_bears,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2c_H,T2c_H_scale_free_ozone_stratosphere_specialist,thesisExperiment/configs/phase2/T2c_H_scale_free_ozone_stratosphere_specialist.json,scale_free,continuous,ozone_stratosphere_specialist,scopex_2017,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2c_H,T2c_H_scale_free_ozone_stratosphere_specialist,thesisExperiment/configs/phase2/T2c_H_scale_free_ozone_stratosphere_specialist.json,scale_free,continuous,ozone_stratosphere_specialist,chemtrails_gates_2018_2021,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2c_H,T2c_H_scale_free_ozone_stratosphere_specialist,thesisExperiment/configs/phase2/T2c_H_scale_free_ozone_stratosphere_specialist.json,scale_free,continuous,ozone_stratosphere_specialist,sai_geoengineering,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2c_H,T2c_H_scale_free_ozone_stratosphere_specialist,thesisExperiment/configs/phase2/T2c_H_scale_free_ozone_stratosphere_specialist.json,scale_free,continuous,ozone_stratosphere_specialist,paris_agreement,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2c_H,T2c_H_scale_free_ozone_stratosphere_specialist,thesisExperiment/configs/phase2/T2c_H_scale_free_ozone_stratosphere_specialist.json,scale_free,continuous,ozone_stratosphere_specialist,climate_consensus,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2c_H,T2c_H_scale_free_ozone_stratosphere_specialist,thesisExperiment/configs/phase2/T2c_H_scale_free_ozone_stratosphere_specialist.json,scale_free,continuous,ozone_stratosphere_specialist,polar_bears,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2c_H,T2c_H_scale_free_science_journalist,thesisExperiment/configs/phase2/T2c_H_scale_free_science_journalist.json,scale_free,continuous,science_journalist,scopex_2017,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2c_H,T2c_H_scale_free_science_journalist,thesisExperiment/configs/phase2/T2c_H_scale_free_science_journalist.json,scale_free,continuous,science_journalist,chemtrails_gates_2018_2021,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2c_H,T2c_H_scale_free_science_journalist,thesisExperiment/configs/phase2/T2c_H_scale_free_science_journalist.json,scale_free,continuous,science_journalist,sai_geoengineering,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2c_H,T2c_H_scale_free_science_journalist,thesisExperiment/configs/phase2/T2c_H_scale_free_science_journalist.json,scale_free,continuous,science_journalist,paris_agreement,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2c_H,T2c_H_scale_free_science_journalist,thesisExperiment/configs/phase2/T2c_H_scale_free_science_journalist.json,scale_free,continuous,science_journalist,climate_consensus,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2c_H,T2c_H_scale_free_science_journalist,thesisExperiment/configs/phase2/T2c_H_scale_free_science_journalist.json,scale_free,continuous,science_journalist,polar_bears,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2d_H,T2d_H_scale_free_biodiversity_food_security,thesisExperiment/configs/phase2/T2d_H_scale_free_biodiversity_food_security.json,scale_free,dual,biodiversity_food_security,scopex_2017,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2d_H,T2d_H_scale_free_biodiversity_food_security,thesisExperiment/configs/phase2/T2d_H_scale_free_biodiversity_food_security.json,scale_free,dual,biodiversity_food_security,chemtrails_gates_2018_2021,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2d_H,T2d_H_scale_free_biodiversity_food_security,thesisExperiment/configs/phase2/T2d_H_scale_free_biodiversity_food_security.json,scale_free,dual,biodiversity_food_security,sai_geoengineering,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2d_H,T2d_H_scale_free_biodiversity_food_security,thesisExperiment/configs/phase2/T2d_H_scale_free_biodiversity_food_security.json,scale_free,dual,biodiversity_food_security,paris_agreement,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2d_H,T2d_H_scale_free_biodiversity_food_security,thesisExperiment/configs/phase2/T2d_H_scale_free_biodiversity_food_security.json,scale_free,dual,biodiversity_food_security,climate_consensus,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2d_H,T2d_H_scale_free_biodiversity_food_security,thesisExperiment/configs/phase2/T2d_H_scale_free_biodiversity_food_security.json,scale_free,dual,biodiversity_food_security,polar_bears,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2d_H,T2d_H_scale_free_climate_action_advocate,thesisExperiment/configs/phase2/T2d_H_scale_free_climate_action_advocate.json,scale_free,dual,climate_action_advocate,scopex_2017,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2d_H,T2d_H_scale_free_climate_action_advocate,thesisExperiment/configs/phase2/T2d_H_scale_free_climate_action_advocate.json,scale_free,dual,climate_action_advocate,chemtrails_gates_2018_2021,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2d_H,T2d_H_scale_free_climate_action_advocate,thesisExperiment/configs/phase2/T2d_H_scale_free_climate_action_advocate.json,scale_free,dual,climate_action_advocate,sai_geoengineering,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2d_H,T2d_H_scale_free_climate_action_advocate,thesisExperiment/configs/phase2/T2d_H_scale_free_climate_action_advocate.json,scale_free,dual,climate_action_advocate,paris_agreement,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2d_H,T2d_H_scale_free_climate_action_advocate,thesisExperiment/configs/phase2/T2d_H_scale_free_climate_action_advocate.json,scale_free,dual,climate_action_advocate,climate_consensus,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2d_H,T2d_H_scale_free_climate_action_advocate,thesisExperiment/configs/phase2/T2d_H_scale_free_climate_action_advocate.json,scale_free,dual,climate_action_advocate,polar_bears,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2d_H,T2d_H_scale_free_climate_justice_youth,thesisExperiment/configs/phase2/T2d_H_scale_free_climate_justice_youth.json,scale_free,dual,climate_justice_youth,scopex_2017,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2d_H,T2d_H_scale_free_climate_justice_youth,thesisExperiment/configs/phase2/T2d_H_scale_free_climate_justice_youth.json,scale_free,dual,climate_justice_youth,chemtrails_gates_2018_2021,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2d_H,T2d_H_scale_free_climate_justice_youth,thesisExperiment/configs/phase2/T2d_H_scale_free_climate_justice_youth.json,scale_free,dual,climate_justice_youth,sai_geoengineering,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2d_H,T2d_H_scale_free_climate_justice_youth,thesisExperiment/configs/phase2/T2d_H_scale_free_climate_justice_youth.json,scale_free,dual,climate_justice_youth,paris_agreement,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2d_H,T2d_H_scale_free_climate_justice_youth,thesisExperiment/configs/phase2/T2d_H_scale_free_climate_justice_youth.json,scale_free,dual,climate_justice_youth,climate_consensus,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2d_H,T2d_H_scale_free_climate_justice_youth,thesisExperiment/configs/phase2/T2d_H_scale_free_climate_justice_youth.json,scale_free,dual,climate_justice_youth,polar_bears,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2d_H,T2d_H_scale_free_climate_scientist,thesisExperiment/configs/phase2/T2d_H_scale_free_climate_scientist.json,scale_free,dual,climate_scientist,scopex_2017,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2d_H,T2d_H_scale_free_climate_scientist,thesisExperiment/configs/phase2/T2d_H_scale_free_climate_scientist.json,scale_free,dual,climate_scientist,chemtrails_gates_2018_2021,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2d_H,T2d_H_scale_free_climate_scientist,thesisExperiment/configs/phase2/T2d_H_scale_free_climate_scientist.json,scale_free,dual,climate_scientist,sai_geoengineering,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2d_H,T2d_H_scale_free_climate_scientist,thesisExperiment/configs/phase2/T2d_H_scale_free_climate_scientist.json,scale_free,dual,climate_scientist,paris_agreement,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2d_H,T2d_H_scale_free_climate_scientist,thesisExperiment/configs/phase2/T2d_H_scale_free_climate_scientist.json,scale_free,dual,climate_scientist,climate_consensus,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2d_H,T2d_H_scale_free_climate_scientist,thesisExperiment/configs/phase2/T2d_H_scale_free_climate_scientist.json,scale_free,dual,climate_scientist,polar_bears,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2d_H,T2d_H_scale_free_conspiracy_believer,thesisExperiment/configs/phase2/T2d_H_scale_free_conspiracy_believer.json,scale_free,dual,conspiracy_believer,scopex_2017,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2d_H,T2d_H_scale_free_conspiracy_believer,thesisExperiment/configs/phase2/T2d_H_scale_free_conspiracy_believer.json,scale_free,dual,conspiracy_believer,chemtrails_gates_2018_2021,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2d_H,T2d_H_scale_free_conspiracy_believer,thesisExperiment/configs/phase2/T2d_H_scale_free_conspiracy_believer.json,scale_free,dual,conspiracy_believer,sai_geoengineering,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2d_H,T2d_H_scale_free_conspiracy_believer,thesisExperiment/configs/phase2/T2d_H_scale_free_conspiracy_believer.json,scale_free,dual,conspiracy_believer,paris_agreement,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2d_H,T2d_H_scale_free_conspiracy_believer,thesisExperiment/configs/phase2/T2d_H_scale_free_conspiracy_believer.json,scale_free,dual,conspiracy_believer,climate_consensus,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2d_H,T2d_H_scale_free_conspiracy_believer,thesisExperiment/configs/phase2/T2d_H_scale_free_conspiracy_believer.json,scale_free,dual,conspiracy_believer,polar_bears,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2d_H,T2d_H_scale_free_conspiracy_climate_piggyback,thesisExperiment/configs/phase2/T2d_H_scale_free_conspiracy_climate_piggyback.json,scale_free,dual,conspiracy_climate_piggyback,scopex_2017,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2d_H,T2d_H_scale_free_conspiracy_climate_piggyback,thesisExperiment/configs/phase2/T2d_H_scale_free_conspiracy_climate_piggyback.json,scale_free,dual,conspiracy_climate_piggyback,chemtrails_gates_2018_2021,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2d_H,T2d_H_scale_free_conspiracy_climate_piggyback,thesisExperiment/configs/phase2/T2d_H_scale_free_conspiracy_climate_piggyback.json,scale_free,dual,conspiracy_climate_piggyback,sai_geoengineering,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2d_H,T2d_H_scale_free_conspiracy_climate_piggyback,thesisExperiment/configs/phase2/T2d_H_scale_free_conspiracy_climate_piggyback.json,scale_free,dual,conspiracy_climate_piggyback,paris_agreement,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2d_H,T2d_H_scale_free_conspiracy_climate_piggyback,thesisExperiment/configs/phase2/T2d_H_scale_free_conspiracy_climate_piggyback.json,scale_free,dual,conspiracy_climate_piggyback,climate_consensus,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2d_H,T2d_H_scale_free_conspiracy_climate_piggyback,thesisExperiment/configs/phase2/T2d_H_scale_free_conspiracy_climate_piggyback.json,scale_free,dual,conspiracy_climate_piggyback,polar_bears,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
T2d_H,T2d_H_scale_free_conspiracy_depopulation,thesisExperiment/configs/phase2/T2d_H_scale_free_conspiracy_depopulation.json,scale_free,dual,conspiracy_depopulation,scopex_2017,not_started,no,OPENAI_API_KEY missing (length=0); all four slices aborted before probe
