slice,config,experimentName,persona_or_mix,articleId,topology,miScoringMode,numNodes,maxTicks,maxHops,nReplicates,status,dead,hatch,nScored,meanMI,meanNodeMPR,reason,runDir
T2c_H,thesisExperiment/configs/phase2/T2c_H_linear_chain_biodiversity_food_security.json,T2c_H_linear_chain_biodiversity_food_security,biodiversity_food_security,scopex_2017,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_H,thesisExperiment/configs/phase2/T2c_H_linear_chain_climate_action_advocate.json,T2c_H_linear_chain_climate_action_advocate,climate_action_advocate,polar_bears,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_H,thesisExperiment/configs/phase2/T2c_H_linear_chain_climate_justice_youth.json,T2c_H_linear_chain_climate_justice_youth,climate_justice_youth,scopex_2017,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_H,thesisExperiment/configs/phase2/T2c_H_linear_chain_climate_justice_youth.json,T2c_H_linear_chain_climate_justice_youth,climate_justice_youth,chemtrails_gates_2018_2021,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_H,thesisExperiment/configs/phase2/T2c_H_linear_chain_climate_justice_youth.json,T2c_H_linear_chain_climate_justice_youth,climate_justice_youth,sai_geoengineering,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_H,thesisExperiment/configs/phase2/T2c_H_linear_chain_climate_justice_youth.json,T2c_H_linear_chain_climate_justice_youth,climate_justice_youth,paris_agreement,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_H,thesisExperiment/configs/phase2/T2c_H_linear_chain_climate_justice_youth.json,T2c_H_linear_chain_climate_justice_youth,climate_justice_youth,climate_consensus,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_H,thesisExperiment/configs/phase2/T2c_H_linear_chain_climate_justice_youth.json,T2c_H_linear_chain_climate_justice_youth,climate_justice_youth,polar_bears,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_H,thesisExperiment/configs/phase2/T2c_H_linear_chain_climate_scientist.json,T2c_H_linear_chain_climate_scientist,climate_scientist,scopex_2017,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_H,thesisExperiment/configs/phase2/T2c_H_linear_chain_climate_scientist.json,T2c_H_linear_chain_climate_scientist,climate_scientist,chemtrails_gates_2018_2021,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_H,thesisExperiment/configs/phase2/T2c_H_linear_chain_climate_scientist.json,T2c_H_linear_chain_climate_scientist,climate_scientist,sai_geoengineering,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_H,thesisExperiment/configs/phase2/T2c_H_linear_chain_climate_scientist.json,T2c_H_linear_chain_climate_scientist,climate_scientist,paris_agreement,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_H,thesisExperiment/configs/phase2/T2c_H_linear_chain_climate_scientist.json,T2c_H_linear_chain_climate_scientist,climate_scientist,climate_consensus,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_H,thesisExperiment/configs/phase2/T2c_H_linear_chain_climate_scientist.json,T2c_H_linear_chain_climate_scientist,climate_scientist,polar_bears,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_H,thesisExperiment/configs/phase2/T2c_H_linear_chain_conspiracy_believer.json,T2c_H_linear_chain_conspiracy_believer,conspiracy_believer,scopex_2017,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_H,thesisExperiment/configs/phase2/T2c_H_linear_chain_conspiracy_believer.json,T2c_H_linear_chain_conspiracy_believer,conspiracy_believer,chemtrails_gates_2018_2021,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_H,thesisExperiment/configs/phase2/T2c_H_linear_chain_conspiracy_believer.json,T2c_H_linear_chain_conspiracy_believer,conspiracy_believer,sai_geoengineering,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_H,thesisExperiment/configs/phase2/T2c_H_linear_chain_conspiracy_believer.json,T2c_H_linear_chain_conspiracy_believer,conspiracy_believer,paris_agreement,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_H,thesisExperiment/configs/phase2/T2c_H_linear_chain_conspiracy_believer.json,T2c_H_linear_chain_conspiracy_believer,conspiracy_believer,climate_consensus,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_H,thesisExperiment/configs/phase2/T2c_H_linear_chain_conspiracy_believer.json,T2c_H_linear_chain_conspiracy_believer,conspiracy_believer,polar_bears,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_H,thesisExperiment/configs/phase2/T2c_H_linear_chain_conspiracy_climate_piggyback.json,T2c_H_linear_chain_conspiracy_climate_piggyback,conspiracy_climate_piggyback,scopex_2017,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_H,thesisExperiment/configs/phase2/T2c_H_linear_chain_conspiracy_climate_piggyback.json,T2c_H_linear_chain_conspiracy_climate_piggyback,conspiracy_climate_piggyback,chemtrails_gates_2018_2021,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_H,thesisExperiment/configs/phase2/T2c_H_linear_chain_conspiracy_climate_piggyback.json,T2c_H_linear_chain_conspiracy_climate_piggyback,conspiracy_climate_piggyback,sai_geoengineering,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_H,thesisExperiment/configs/phase2/T2c_H_linear_chain_conspiracy_climate_piggyback.json,T2c_H_linear_chain_conspiracy_climate_piggyback,conspiracy_climate_piggyback,paris_agreement,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_H,thesisExperiment/configs/phase2/T2c_H_linear_chain_conspiracy_climate_piggyback.json,T2c_H_linear_chain_conspiracy_climate_piggyback,conspiracy_climate_piggyback,climate_consensus,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_H,thesisExperiment/configs/phase2/T2c_H_linear_chain_conspiracy_climate_piggyback.json,T2c_H_linear_chain_conspiracy_climate_piggyback,conspiracy_climate_piggyback,polar_bears,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_H,thesisExperiment/configs/phase2/T2c_H_linear_chain_conspiracy_depopulation.json,T2c_H_linear_chain_conspiracy_depopulation,conspiracy_depopulation,scopex_2017,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_H,thesisExperiment/configs/phase2/T2c_H_linear_chain_conspiracy_depopulation.json,T2c_H_linear_chain_conspiracy_depopulation,conspiracy_depopulation,chemtrails_gates_2018_2021,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_H,thesisExperiment/configs/phase2/T2c_H_linear_chain_conspiracy_depopulation.json,T2c_H_linear_chain_conspiracy_depopulation,conspiracy_depopulation,sai_geoengineering,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_H,thesisExperiment/configs/phase2/T2c_H_linear_chain_conspiracy_depopulation.json,T2c_H_linear_chain_conspiracy_depopulation,conspiracy_depopulation,paris_agreement,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_H,thesisExperiment/configs/phase2/T2c_H_linear_chain_conspiracy_depopulation.json,T2c_H_linear_chain_conspiracy_depopulation,conspiracy_depopulation,climate_consensus,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_H,thesisExperiment/configs/phase2/T2c_H_linear_chain_conspiracy_depopulation.json,T2c_H_linear_chain_conspiracy_depopulation,conspiracy_depopulation,polar_bears,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_H,thesisExperiment/configs/phase2/T2c_H_linear_chain_conspiracy_haarp_weather.json,T2c_H_linear_chain_conspiracy_haarp_weather,conspiracy_haarp_weather,scopex_2017,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_H,thesisExperiment/configs/phase2/T2c_H_linear_chain_conspiracy_haarp_weather.json,T2c_H_linear_chain_conspiracy_haarp_weather,conspiracy_haarp_weather,chemtrails_gates_2018_2021,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_H,thesisExperiment/configs/phase2/T2c_H_linear_chain_conspiracy_haarp_weather.json,T2c_H_linear_chain_conspiracy_haarp_weather,conspiracy_haarp_weather,sai_geoengineering,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_H,thesisExperiment/configs/phase2/T2c_H_linear_chain_conspiracy_haarp_weather.json,T2c_H_linear_chain_conspiracy_haarp_weather,conspiracy_haarp_weather,paris_agreement,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_H,thesisExperiment/configs/phase2/T2c_H_linear_chain_conspiracy_haarp_weather.json,T2c_H_linear_chain_conspiracy_haarp_weather,conspiracy_haarp_weather,climate_consensus,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_H,thesisExperiment/configs/phase2/T2c_H_linear_chain_conspiracy_haarp_weather.json,T2c_H_linear_chain_conspiracy_haarp_weather,conspiracy_haarp_weather,polar_bears,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_H,thesisExperiment/configs/phase2/T2c_H_linear_chain_environmental_concern.json,T2c_H_linear_chain_environmental_concern,environmental_concern,scopex_2017,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_H,thesisExperiment/configs/phase2/T2c_H_linear_chain_environmental_concern.json,T2c_H_linear_chain_environmental_concern,environmental_concern,chemtrails_gates_2018_2021,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_H,thesisExperiment/configs/phase2/T2c_H_linear_chain_environmental_concern.json,T2c_H_linear_chain_environmental_concern,environmental_concern,sai_geoengineering,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_H,thesisExperiment/configs/phase2/T2c_H_linear_chain_environmental_concern.json,T2c_H_linear_chain_environmental_concern,environmental_concern,paris_agreement,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_H,thesisExperiment/configs/phase2/T2c_H_linear_chain_environmental_concern.json,T2c_H_linear_chain_environmental_concern,environmental_concern,climate_consensus,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_H,thesisExperiment/configs/phase2/T2c_H_linear_chain_environmental_concern.json,T2c_H_linear_chain_environmental_concern,environmental_concern,polar_bears,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_H,thesisExperiment/configs/phase2/T2c_H_linear_chain_mitigation_first_policy.json,T2c_H_linear_chain_mitigation_first_policy,mitigation_first_policy,scopex_2017,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_H,thesisExperiment/configs/phase2/T2c_H_linear_chain_mitigation_first_policy.json,T2c_H_linear_chain_mitigation_first_policy,mitigation_first_policy,chemtrails_gates_2018_2021,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_H,thesisExperiment/configs/phase2/T2c_H_linear_chain_mitigation_first_policy.json,T2c_H_linear_chain_mitigation_first_policy,mitigation_first_policy,sai_geoengineering,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_H,thesisExperiment/configs/phase2/T2c_H_linear_chain_mitigation_first_policy.json,T2c_H_linear_chain_mitigation_first_policy,mitigation_first_policy,paris_agreement,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_H,thesisExperiment/configs/phase2/T2c_H_linear_chain_mitigation_first_policy.json,T2c_H_linear_chain_mitigation_first_policy,mitigation_first_policy,climate_consensus,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_H,thesisExperiment/configs/phase2/T2c_H_linear_chain_mitigation_first_policy.json,T2c_H_linear_chain_mitigation_first_policy,mitigation_first_policy,polar_bears,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_H,thesisExperiment/configs/phase2/T2c_H_linear_chain_ozone_stratosphere_specialist.json,T2c_H_linear_chain_ozone_stratosphere_specialist,ozone_stratosphere_specialist,scopex_2017,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_H,thesisExperiment/configs/phase2/T2c_H_linear_chain_ozone_stratosphere_specialist.json,T2c_H_linear_chain_ozone_stratosphere_specialist,ozone_stratosphere_specialist,chemtrails_gates_2018_2021,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_H,thesisExperiment/configs/phase2/T2c_H_linear_chain_ozone_stratosphere_specialist.json,T2c_H_linear_chain_ozone_stratosphere_specialist,ozone_stratosphere_specialist,sai_geoengineering,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_H,thesisExperiment/configs/phase2/T2c_H_linear_chain_ozone_stratosphere_specialist.json,T2c_H_linear_chain_ozone_stratosphere_specialist,ozone_stratosphere_specialist,paris_agreement,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_H,thesisExperiment/configs/phase2/T2c_H_linear_chain_ozone_stratosphere_specialist.json,T2c_H_linear_chain_ozone_stratosphere_specialist,ozone_stratosphere_specialist,climate_consensus,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_H,thesisExperiment/configs/phase2/T2c_H_linear_chain_ozone_stratosphere_specialist.json,T2c_H_linear_chain_ozone_stratosphere_specialist,ozone_stratosphere_specialist,polar_bears,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_H,thesisExperiment/configs/phase2/T2c_H_linear_chain_science_journalist.json,T2c_H_linear_chain_science_journalist,science_journalist,scopex_2017,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_H,thesisExperiment/configs/phase2/T2c_H_linear_chain_science_journalist.json,T2c_H_linear_chain_science_journalist,science_journalist,chemtrails_gates_2018_2021,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_H,thesisExperiment/configs/phase2/T2c_H_linear_chain_science_journalist.json,T2c_H_linear_chain_science_journalist,science_journalist,sai_geoengineering,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_H,thesisExperiment/configs/phase2/T2c_H_linear_chain_science_journalist.json,T2c_H_linear_chain_science_journalist,science_journalist,paris_agreement,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_H,thesisExperiment/configs/phase2/T2c_H_linear_chain_science_journalist.json,T2c_H_linear_chain_science_journalist,science_journalist,climate_consensus,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_H,thesisExperiment/configs/phase2/T2c_H_linear_chain_science_journalist.json,T2c_H_linear_chain_science_journalist,science_journalist,polar_bears,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_He,thesisExperiment/configs/phase2/T2c_He_linear_chain_mix_00.json,T2c_He_linear_chain_mix_00,mix_00,scopex_2017,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_He,thesisExperiment/configs/phase2/T2c_He_linear_chain_mix_00.json,T2c_He_linear_chain_mix_00,mix_00,chemtrails_gates_2018_2021,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_He,thesisExperiment/configs/phase2/T2c_He_linear_chain_mix_00.json,T2c_He_linear_chain_mix_00,mix_00,sai_geoengineering,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_He,thesisExperiment/configs/phase2/T2c_He_linear_chain_mix_00.json,T2c_He_linear_chain_mix_00,mix_00,paris_agreement,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_He,thesisExperiment/configs/phase2/T2c_He_linear_chain_mix_00.json,T2c_He_linear_chain_mix_00,mix_00,climate_consensus,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_He,thesisExperiment/configs/phase2/T2c_He_linear_chain_mix_00.json,T2c_He_linear_chain_mix_00,mix_00,polar_bears,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_He,thesisExperiment/configs/phase2/T2c_He_linear_chain_mix_01.json,T2c_He_linear_chain_mix_01,mix_01,scopex_2017,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_He,thesisExperiment/configs/phase2/T2c_He_linear_chain_mix_01.json,T2c_He_linear_chain_mix_01,mix_01,chemtrails_gates_2018_2021,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_He,thesisExperiment/configs/phase2/T2c_He_linear_chain_mix_01.json,T2c_He_linear_chain_mix_01,mix_01,sai_geoengineering,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_He,thesisExperiment/configs/phase2/T2c_He_linear_chain_mix_01.json,T2c_He_linear_chain_mix_01,mix_01,paris_agreement,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_He,thesisExperiment/configs/phase2/T2c_He_linear_chain_mix_01.json,T2c_He_linear_chain_mix_01,mix_01,climate_consensus,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_He,thesisExperiment/configs/phase2/T2c_He_linear_chain_mix_01.json,T2c_He_linear_chain_mix_01,mix_01,polar_bears,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_He,thesisExperiment/configs/phase2/T2c_He_linear_chain_mix_02.json,T2c_He_linear_chain_mix_02,mix_02,scopex_2017,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_He,thesisExperiment/configs/phase2/T2c_He_linear_chain_mix_02.json,T2c_He_linear_chain_mix_02,mix_02,chemtrails_gates_2018_2021,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_He,thesisExperiment/configs/phase2/T2c_He_linear_chain_mix_02.json,T2c_He_linear_chain_mix_02,mix_02,sai_geoengineering,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
